epoch (ms),time (01:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1681470230836,2023-04-14T13:03:50.836,23.250,-0.957,0.186,-0.130
1681470230846,2023-04-14T13:03:50.846,23.260,-0.980,0.239,-0.204
1681470230856,2023-04-14T13:03:50.856,23.270,-0.974,0.260,-0.132
1681470230866,2023-04-14T13:03:50.866,23.280,-0.949,0.276,0.048
1681470230876,2023-04-14T13:03:50.876,23.290,-0.961,0.232,0.144
1681470230886,2023-04-14T13:03:50.886,23.300,-0.980,0.144,0.109
1681470230896,2023-04-14T13:03:50.896,23.310,-0.997,0.071,-0.031
1681470230906,2023-04-14T13:03:50.906,23.320,-0.996,-0.029,-0.115
1681470230916,2023-04-14T13:03:50.916,23.330,-0.955,-0.140,-0.045
1681470230926,2023-04-14T13:03:50.926,23.340,-0.913,-0.203,0.090
1681470230936,2023-04-14T13:03:50.936,23.350,-0.912,-0.239,0.114
1681470230946,2023-04-14T13:03:50.946,23.360,-0.932,-0.175,0.096
1681470230956,2023-04-14T13:03:50.956,23.370,-0.981,-0.060,0.112
1681470230966,2023-04-14T13:03:50.966,23.380,-1.026,0.005,0.037
1681470230976,2023-04-14T13:03:50.976,23.390,-1.001,-0.022,0.079
1681470230986,2023-04-14T13:03:50.986,23.400,-0.972,-0.088,0.083
1681470230996,2023-04-14T13:03:50.996,23.410,-0.981,-0.202,0.032
1681470231006,2023-04-14T13:03:51.006,23.420,-0.990,-0.307,0.168
1681470231016,2023-04-14T13:03:51.016,23.430,-0.979,-0.249,0.175
1681470231026,2023-04-14T13:03:51.026,23.440,-1.009,-0.094,0.118
1681470231036,2023-04-14T13:03:51.036,23.450,-1.022,-0.011,0.047
1681470231046,2023-04-14T13:03:51.046,23.460,-0.997,0.002,0.171
1681470231056,2023-04-14T13:03:51.056,23.470,-0.966,0.004,0.339
1681470231066,2023-04-14T13:03:51.066,23.480,-0.941,0.047,0.376
1681470231076,2023-04-14T13:03:51.076,23.490,-0.969,0.104,0.271
1681470231086,2023-04-14T13:03:51.086,23.500,-1.012,0.125,0.170
1681470231096,2023-04-14T13:03:51.096,23.510,-1.018,0.108,0.240
1681470231106,2023-04-14T13:03:51.106,23.520,-1.005,0.115,0.262
1681470231116,2023-04-14T13:03:51.116,23.530,-0.997,0.188,0.196
1681470231126,2023-04-14T13:03:51.126,23.540,-0.969,0.223,0.224
1681470231136,2023-04-14T13:03:51.136,23.550,-0.931,0.151,0.362
1681470231146,2023-04-14T13:03:51.146,23.560,-0.954,0.153,0.387
1681470231156,2023-04-14T13:03:51.156,23.570,-0.956,0.199,0.371
1681470231166,2023-04-14T13:03:51.166,23.580,-0.922,0.168,0.395
1681470231176,2023-04-14T13:03:51.176,23.590,-0.881,0.110,0.482
1681470231186,2023-04-14T13:03:51.186,23.600,-0.884,0.061,0.469
1681470231196,2023-04-14T13:03:51.196,23.610,-0.899,0.011,0.450
1681470231206,2023-04-14T13:03:51.206,23.620,-0.905,0.014,0.415
1681470231216,2023-04-14T13:03:51.216,23.630,-0.932,0.025,0.406
1681470231226,2023-04-14T13:03:51.226,23.640,-0.955,0.023,0.410
1681470231236,2023-04-14T13:03:51.236,23.650,-0.971,0.039,0.405
1681470231246,2023-04-14T13:03:51.246,23.660,-0.959,0.035,0.433
1681470231256,2023-04-14T13:03:51.256,23.670,-0.948,0.041,0.450
1681470231266,2023-04-14T13:03:51.266,23.680,-0.932,0.063,0.509
1681470231276,2023-04-14T13:03:51.276,23.690,-0.934,0.074,0.522
1681470231286,2023-04-14T13:03:51.286,23.700,-0.948,0.036,0.534
1681470231296,2023-04-14T13:03:51.296,23.710,-0.954,0.014,0.510
1681470231306,2023-04-14T13:03:51.306,23.720,-0.966,0.029,0.458
1681470231316,2023-04-14T13:03:51.316,23.730,-0.961,0.015,0.493
1681470231326,2023-04-14T13:03:51.326,23.740,-0.971,0.042,0.513
1681470231336,2023-04-14T13:03:51.336,23.750,-1.007,0.051,0.481
1681470231346,2023-04-14T13:03:51.346,23.760,-1.024,-0.006,0.467
1681470231356,2023-04-14T13:03:51.356,23.770,-0.994,-0.059,0.491
1681470231366,2023-04-14T13:03:51.366,23.780,-0.963,-0.045,0.501
1681470231376,2023-04-14T13:03:51.376,23.790,-0.954,0.005,0.512
1681470231386,2023-04-14T13:03:51.386,23.800,-0.975,0.059,0.530
1681470231396,2023-04-14T13:03:51.396,23.810,-1.026,0.099,0.511
1681470231406,2023-04-14T13:03:51.406,23.820,-1.069,0.109,0.477
1681470231416,2023-04-14T13:03:51.416,23.830,-1.074,0.106,0.483
1681470231426,2023-04-14T13:03:51.426,23.840,-1.067,0.119,0.459
1681470231436,2023-04-14T13:03:51.436,23.850,-1.052,0.122,0.439
1681470231446,2023-04-14T13:03:51.446,23.860,-1.027,0.115,0.447
1681470231456,2023-04-14T13:03:51.456,23.870,-1.018,0.073,0.446
1681470231466,2023-04-14T13:03:51.466,23.880,-1.017,0.026,0.450
1681470231476,2023-04-14T13:03:51.476,23.890,-1.014,0.021,0.451
1681470231486,2023-04-14T13:03:51.486,23.900,-1.010,0.024,0.451
1681470231496,2023-04-14T13:03:51.496,23.910,-1.009,0.021,0.442
1681470231506,2023-04-14T13:03:51.506,23.920,-1.006,0.033,0.415
1681470231516,2023-04-14T13:03:51.516,23.930,-1.003,0.041,0.409
1681470231526,2023-04-14T13:03:51.526,23.940,-1.001,0.048,0.407
1681470231536,2023-04-14T13:03:51.536,23.950,-1.003,0.041,0.390
1681470231546,2023-04-14T13:03:51.546,23.960,-0.997,0.058,0.387
1681470231556,2023-04-14T13:03:51.556,23.970,-0.991,0.087,0.381
1681470231566,2023-04-14T13:03:51.566,23.980,-0.990,0.094,0.358
1681470231576,2023-04-14T13:03:51.576,23.990,-0.994,0.090,0.341
1681470231586,2023-04-14T13:03:51.586,24.000,-0.987,0.074,0.330
1681470231596,2023-04-14T13:03:51.596,24.010,-0.990,0.054,0.316
1681470231606,2023-04-14T13:03:51.606,24.020,-0.988,0.042,0.306
1681470231616,2023-04-14T13:03:51.616,24.030,-0.994,0.052,0.282
1681470231626,2023-04-14T13:03:51.626,24.040,-0.990,0.059,0.271
1681470231636,2023-04-14T13:03:51.636,24.050,-0.975,0.063,0.285
1681470231646,2023-04-14T13:03:51.646,24.060,-0.970,0.064,0.283
1681470231656,2023-04-14T13:03:51.656,24.070,-0.982,0.065,0.253
1681470231666,2023-04-14T13:03:51.666,24.080,-0.999,0.080,0.231
1681470231676,2023-04-14T13:03:51.676,24.090,-1.007,0.086,0.211
1681470231686,2023-04-14T13:03:51.686,24.100,-1.013,0.083,0.180
1681470231696,2023-04-14T13:03:51.696,24.110,-1.013,0.067,0.174
1681470231706,2023-04-14T13:03:51.706,24.120,-0.994,0.073,0.184
1681470231716,2023-04-14T13:03:51.716,24.130,-0.991,0.077,0.159
1681470231726,2023-04-14T13:03:51.726,24.140,-0.988,0.046,0.145
1681470231736,2023-04-14T13:03:51.736,24.150,-0.995,0.031,0.151
1681470231746,2023-04-14T13:03:51.746,24.160,-0.989,0.009,0.138
1681470231756,2023-04-14T13:03:51.756,24.170,-0.988,0.004,0.104
1681470231766,2023-04-14T13:03:51.766,24.180,-0.984,0.017,0.090
1681470231776,2023-04-14T13:03:51.776,24.190,-0.968,0.034,0.095
1681470231786,2023-04-14T13:03:51.786,24.200,-0.961,0.041,0.088
1681470231796,2023-04-14T13:03:51.796,24.210,-0.952,0.041,0.074
1681470231806,2023-04-14T13:03:51.806,24.220,-0.946,0.052,0.049
1681470231816,2023-04-14T13:03:51.816,24.230,-0.942,0.064,0.055
1681470231826,2023-04-14T13:03:51.826,24.240,-0.939,0.073,0.086
1681470231836,2023-04-14T13:03:51.836,24.250,-0.932,0.072,0.059
1681470231846,2023-04-14T13:03:51.846,24.260,-0.946,0.059,0.010
1681470231856,2023-04-14T13:03:51.856,24.270,-0.933,0.033,0.016
1681470231866,2023-04-14T13:03:51.866,24.280,-0.921,0.034,0.034
1681470231876,2023-04-14T13:03:51.876,24.290,-0.895,0.045,0.031
1681470231886,2023-04-14T13:03:51.886,24.300,-0.928,0.065,0.035
1681470231896,2023-04-14T13:03:51.896,24.310,-0.930,0.085,0.037
1681470231906,2023-04-14T13:03:51.906,24.320,-0.908,0.125,0.063
1681470231916,2023-04-14T13:03:51.916,24.330,-0.870,0.149,0.105
1681470231926,2023-04-14T13:03:51.926,24.340,-0.834,0.146,0.101
1681470231936,2023-04-14T13:03:51.936,24.350,-0.843,0.164,0.132
1681470231946,2023-04-14T13:03:51.946,24.360,-0.889,0.178,0.225
1681470231956,2023-04-14T13:03:51.956,24.370,-0.817,0.099,0.278
1681470231966,2023-04-14T13:03:51.966,24.380,-0.767,-0.034,0.159
1681470231976,2023-04-14T13:03:51.976,24.390,-0.879,-0.106,0.088
1681470231986,2023-04-14T13:03:51.986,24.400,-0.949,-0.162,0.169
1681470231996,2023-04-14T13:03:51.996,24.410,-0.927,-0.258,0.197
1681470232006,2023-04-14T13:03:52.006,24.420,-1.033,-0.300,0.201
1681470232016,2023-04-14T13:03:52.016,24.430,-1.052,-0.306,0.232
1681470232026,2023-04-14T13:03:52.026,24.440,-1.056,-0.289,0.107
1681470232036,2023-04-14T13:03:52.036,24.450,-1.074,-0.220,0.074
1681470232046,2023-04-14T13:03:52.046,24.460,-1.036,-0.128,0.079
1681470232056,2023-04-14T13:03:52.056,24.470,-1.022,-0.038,0.078
1681470232066,2023-04-14T13:03:52.066,24.480,-0.997,0.031,0.103
1681470232076,2023-04-14T13:03:52.076,24.490,-0.967,0.064,0.016
1681470232086,2023-04-14T13:03:52.086,24.500,-1.022,0.088,-0.101
1681470232096,2023-04-14T13:03:52.096,24.510,-1.032,0.103,-0.146
1681470232106,2023-04-14T13:03:52.106,24.520,-1.024,0.098,-0.159
1681470232116,2023-04-14T13:03:52.116,24.530,-1.020,0.093,-0.146
1681470232126,2023-04-14T13:03:52.126,24.540,-1.013,0.071,-0.138
1681470232136,2023-04-14T13:03:52.136,24.550,-1.031,0.048,-0.130
1681470232146,2023-04-14T13:03:52.146,24.560,-1.049,0.049,-0.109
1681470232156,2023-04-14T13:03:52.156,24.570,-1.031,0.051,-0.108
1681470232166,2023-04-14T13:03:52.166,24.580,-1.014,0.076,-0.104
1681470232176,2023-04-14T13:03:52.176,24.590,-0.994,0.098,-0.094
1681470232186,2023-04-14T13:03:52.186,24.600,-0.988,0.107,-0.101
1681470232196,2023-04-14T13:03:52.196,24.610,-1.022,0.082,-0.121
1681470232206,2023-04-14T13:03:52.206,24.620,-1.031,0.020,-0.113
1681470232216,2023-04-14T13:03:52.216,24.630,-1.012,-0.035,-0.094
1681470232226,2023-04-14T13:03:52.226,24.640,-1.010,-0.078,-0.112
1681470232236,2023-04-14T13:03:52.236,24.650,-1.013,-0.115,-0.153
1681470232246,2023-04-14T13:03:52.246,24.660,-1.010,-0.102,-0.169
1681470232256,2023-04-14T13:03:52.256,24.670,-1.014,-0.053,-0.148
1681470232266,2023-04-14T13:03:52.266,24.680,-1.009,-0.000,-0.126
1681470232276,2023-04-14T13:03:52.276,24.690,-1.001,0.042,-0.129
1681470232286,2023-04-14T13:03:52.286,24.700,-1.011,0.081,-0.165
1681470232296,2023-04-14T13:03:52.296,24.710,-1.019,0.123,-0.200
1681470232306,2023-04-14T13:03:52.306,24.720,-1.002,0.145,-0.219
1681470232316,2023-04-14T13:03:52.316,24.730,-0.982,0.131,-0.244
1681470232326,2023-04-14T13:03:52.326,24.740,-0.969,0.106,-0.273
1681470232336,2023-04-14T13:03:52.336,24.750,-0.962,0.075,-0.282
1681470232346,2023-04-14T13:03:52.346,24.760,-0.979,0.044,-0.298
1681470232356,2023-04-14T13:03:52.356,24.770,-0.996,0.017,-0.312
1681470232366,2023-04-14T13:03:52.366,24.780,-1.001,0.009,-0.307
1681470232376,2023-04-14T13:03:52.376,24.790,-0.992,0.019,-0.284
1681470232386,2023-04-14T13:03:52.386,24.800,-0.982,0.041,-0.265
1681470232396,2023-04-14T13:03:52.396,24.810,-0.975,0.066,-0.239
1681470232406,2023-04-14T13:03:52.406,24.820,-0.979,0.079,-0.227
1681470232416,2023-04-14T13:03:52.416,24.830,-0.984,0.080,-0.232
1681470232426,2023-04-14T13:03:52.426,24.840,-0.988,0.062,-0.252
1681470232436,2023-04-14T13:03:52.436,24.850,-0.973,0.044,-0.263
1681470232446,2023-04-14T13:03:52.446,24.860,-0.967,0.036,-0.270
1681470232456,2023-04-14T13:03:52.456,24.870,-0.975,0.034,-0.277
1681470232466,2023-04-14T13:03:52.466,24.880,-0.976,0.029,-0.263
1681470232476,2023-04-14T13:03:52.476,24.890,-0.978,0.025,-0.233
1681470232486,2023-04-14T13:03:52.486,24.900,-0.985,0.019,-0.228
1681470232496,2023-04-14T13:03:52.496,24.910,-0.994,0.022,-0.229
1681470232506,2023-04-14T13:03:52.506,24.920,-0.996,0.039,-0.213
1681470232516,2023-04-14T13:03:52.516,24.930,-0.984,0.056,-0.187
1681470232526,2023-04-14T13:03:52.526,24.940,-0.981,0.069,-0.181
1681470232536,2023-04-14T13:03:52.536,24.950,-0.990,0.075,-0.198
1681470232546,2023-04-14T13:03:52.546,24.960,-0.994,0.062,-0.219
1681470232556,2023-04-14T13:03:52.556,24.970,-0.990,0.046,-0.226
1681470232566,2023-04-14T13:03:52.566,24.980,-0.983,0.043,-0.233
1681470232576,2023-04-14T13:03:52.576,24.990,-0.983,0.043,-0.238
1681470232586,2023-04-14T13:03:52.586,25.000,-0.981,0.042,-0.241
1681470232596,2023-04-14T13:03:52.596,25.010,-0.981,0.044,-0.236
1681470232606,2023-04-14T13:03:52.606,25.020,-0.982,0.051,-0.222
1681470232616,2023-04-14T13:03:52.616,25.030,-0.981,0.056,-0.218
1681470232626,2023-04-14T13:03:52.626,25.040,-0.979,0.057,-0.212
1681470232636,2023-04-14T13:03:52.636,25.050,-0.984,0.055,-0.204
1681470232646,2023-04-14T13:03:52.646,25.060,-0.993,0.047,-0.207
1681470232656,2023-04-14T13:03:52.656,25.070,-0.991,0.037,-0.220
1681470232666,2023-04-14T13:03:52.666,25.080,-0.988,0.033,-0.240
1681470232676,2023-04-14T13:03:52.676,25.090,-0.979,0.035,-0.238
1681470232686,2023-04-14T13:03:52.686,25.100,-0.972,0.041,-0.237
1681470232696,2023-04-14T13:03:52.696,25.110,-0.980,0.046,-0.233
1681470232706,2023-04-14T13:03:52.706,25.120,-0.986,0.048,-0.223
1681470232716,2023-04-14T13:03:52.716,25.130,-0.990,0.043,-0.218
1681470232726,2023-04-14T13:03:52.726,25.140,-0.986,0.044,-0.219
1681470232736,2023-04-14T13:03:52.736,25.150,-0.983,0.043,-0.230
1681470232746,2023-04-14T13:03:52.746,25.160,-0.984,0.048,-0.232
1681470232756,2023-04-14T13:03:52.756,25.170,-0.989,0.056,-0.228
1681470232766,2023-04-14T13:03:52.766,25.180,-0.987,0.052,-0.227
1681470232776,2023-04-14T13:03:52.776,25.190,-0.982,0.052,-0.222
1681470232786,2023-04-14T13:03:52.786,25.200,-0.983,0.057,-0.224
1681470232796,2023-04-14T13:03:52.796,25.210,-0.979,0.060,-0.229
1681470232806,2023-04-14T13:03:52.806,25.220,-0.987,0.057,-0.227
1681470232816,2023-04-14T13:03:52.816,25.230,-0.995,0.052,-0.224
1681470232826,2023-04-14T13:03:52.826,25.240,-0.989,0.042,-0.221
1681470232836,2023-04-14T13:03:52.836,25.250,-0.981,0.036,-0.229
1681470232846,2023-04-14T13:03:52.846,25.260,-0.980,0.042,-0.244
1681470232856,2023-04-14T13:03:52.856,25.270,-0.979,0.049,-0.245
1681470232866,2023-04-14T13:03:52.866,25.280,-0.980,0.059,-0.242
1681470232876,2023-04-14T13:03:52.876,25.290,-0.987,0.059,-0.240
1681470232886,2023-04-14T13:03:52.886,25.300,-0.985,0.059,-0.235
1681470232896,2023-04-14T13:03:52.896,25.310,-0.979,0.055,-0.226
1681470232906,2023-04-14T13:03:52.906,25.320,-0.983,0.052,-0.219
1681470232916,2023-04-14T13:03:52.916,25.330,-0.987,0.049,-0.215
1681470232926,2023-04-14T13:03:52.926,25.340,-0.988,0.052,-0.222
1681470232936,2023-04-14T13:03:52.936,25.350,-0.990,0.050,-0.233
1681470232946,2023-04-14T13:03:52.946,25.360,-0.986,0.046,-0.234
1681470232956,2023-04-14T13:03:52.956,25.370,-0.982,0.045,-0.228
1681470232966,2023-04-14T13:03:52.966,25.380,-0.976,0.047,-0.228
1681470232976,2023-04-14T13:03:52.976,25.390,-0.972,0.053,-0.225
1681470232986,2023-04-14T13:03:52.986,25.400,-0.975,0.071,-0.216
1681470232996,2023-04-14T13:03:52.996,25.410,-0.981,0.078,-0.217
1681470233006,2023-04-14T13:03:53.006,25.420,-0.987,0.082,-0.224
1681470233016,2023-04-14T13:03:53.016,25.430,-0.991,0.079,-0.216
1681470233026,2023-04-14T13:03:53.026,25.440,-1.002,0.056,-0.205
1681470233036,2023-04-14T13:03:53.036,25.450,-1.002,0.028,-0.208
1681470233046,2023-04-14T13:03:53.046,25.460,-0.986,0.022,-0.214
1681470233056,2023-04-14T13:03:53.056,25.470,-0.973,0.037,-0.225
1681470233066,2023-04-14T13:03:53.066,25.480,-0.974,0.048,-0.241
1681470233076,2023-04-14T13:03:53.076,25.490,-0.982,0.055,-0.237
1681470233086,2023-04-14T13:03:53.086,25.500,-0.983,0.058,-0.236
1681470233096,2023-04-14T13:03:53.096,25.510,-0.978,0.050,-0.236
1681470233106,2023-04-14T13:03:53.106,25.520,-0.978,0.042,-0.238
1681470233116,2023-04-14T13:03:53.116,25.530,-0.982,0.042,-0.239
1681470233126,2023-04-14T13:03:53.126,25.540,-0.985,0.049,-0.232
1681470233136,2023-04-14T13:03:53.136,25.550,-0.986,0.059,-0.227
1681470233146,2023-04-14T13:03:53.146,25.560,-0.982,0.068,-0.226
1681470233156,2023-04-14T13:03:53.156,25.570,-0.979,0.072,-0.230
1681470233166,2023-04-14T13:03:53.166,25.580,-0.984,0.068,-0.227
1681470233176,2023-04-14T13:03:53.176,25.590,-0.989,0.061,-0.228
1681470233186,2023-04-14T13:03:53.186,25.600,-0.990,0.053,-0.222
1681470233196,2023-04-14T13:03:53.196,25.610,-0.981,0.048,-0.217
1681470233206,2023-04-14T13:03:53.206,25.620,-0.981,0.049,-0.226
1681470233216,2023-04-14T13:03:53.216,25.630,-0.988,0.043,-0.235
1681470233226,2023-04-14T13:03:53.226,25.640,-0.992,0.046,-0.226
1681470233236,2023-04-14T13:03:53.236,25.650,-0.984,0.056,-0.219
1681470233246,2023-04-14T13:03:53.246,25.660,-0.979,0.064,-0.223
1681470233256,2023-04-14T13:03:53.256,25.670,-0.980,0.070,-0.225
1681470233266,2023-04-14T13:03:53.266,25.680,-0.982,0.071,-0.231
1681470233276,2023-04-14T13:03:53.276,25.690,-0.983,0.066,-0.231
1681470233286,2023-04-14T13:03:53.286,25.700,-0.987,0.060,-0.229
1681470233296,2023-04-14T13:03:53.296,25.710,-0.984,0.053,-0.230
1681470233306,2023-04-14T13:03:53.306,25.720,-0.980,0.047,-0.235
1681470233316,2023-04-14T13:03:53.316,25.730,-0.983,0.047,-0.237
1681470233326,2023-04-14T13:03:53.326,25.740,-0.983,0.052,-0.240
1681470233336,2023-04-14T13:03:53.336,25.750,-0.981,0.055,-0.240
1681470233346,2023-04-14T13:03:53.346,25.760,-0.982,0.055,-0.238
1681470233356,2023-04-14T13:03:53.356,25.770,-0.982,0.051,-0.244
1681470233366,2023-04-14T13:03:53.366,25.780,-0.980,0.046,-0.247
1681470233376,2023-04-14T13:03:53.376,25.790,-0.976,0.045,-0.243
1681470233386,2023-04-14T13:03:53.386,25.800,-0.979,0.046,-0.244
1681470233396,2023-04-14T13:03:53.396,25.810,-0.984,0.057,-0.241
1681470233406,2023-04-14T13:03:53.406,25.820,-0.982,0.057,-0.235
1681470233416,2023-04-14T13:03:53.416,25.830,-0.983,0.052,-0.238
1681470233426,2023-04-14T13:03:53.426,25.840,-0.983,0.050,-0.234
1681470233436,2023-04-14T13:03:53.436,25.850,-0.986,0.056,-0.231
1681470233446,2023-04-14T13:03:53.446,25.860,-0.984,0.056,-0.227
1681470233456,2023-04-14T13:03:53.456,25.870,-0.985,0.056,-0.231
1681470233466,2023-04-14T13:03:53.466,25.880,-0.982,0.056,-0.234
1681470233476,2023-04-14T13:03:53.476,25.890,-0.981,0.056,-0.232
1681470233486,2023-04-14T13:03:53.486,25.900,-0.979,0.058,-0.230
1681470233496,2023-04-14T13:03:53.496,25.910,-0.980,0.058,-0.234
1681470233506,2023-04-14T13:03:53.506,25.920,-0.982,0.057,-0.234
1681470233516,2023-04-14T13:03:53.516,25.930,-0.987,0.050,-0.232
1681470233526,2023-04-14T13:03:53.526,25.940,-0.988,0.049,-0.238
1681470233536,2023-04-14T13:03:53.536,25.950,-0.979,0.053,-0.238
1681470233546,2023-04-14T13:03:53.546,25.960,-0.973,0.060,-0.236
1681470233556,2023-04-14T13:03:53.556,25.970,-0.978,0.066,-0.242
1681470233566,2023-04-14T13:03:53.566,25.980,-0.988,0.063,-0.242
1681470233576,2023-04-14T13:03:53.576,25.990,-0.985,0.058,-0.240
1681470233586,2023-04-14T13:03:53.586,26.000,-0.980,0.056,-0.236
1681470233596,2023-04-14T13:03:53.596,26.010,-0.980,0.054,-0.236
1681470233606,2023-04-14T13:03:53.606,26.020,-0.984,0.054,-0.235
1681470233616,2023-04-14T13:03:53.616,26.030,-0.983,0.049,-0.232
1681470233626,2023-04-14T13:03:53.626,26.040,-0.986,0.049,-0.229
1681470233636,2023-04-14T13:03:53.636,26.050,-0.986,0.053,-0.233
1681470233646,2023-04-14T13:03:53.646,26.060,-0.983,0.056,-0.234
1681470233656,2023-04-14T13:03:53.656,26.070,-0.981,0.055,-0.232
1681470233666,2023-04-14T13:03:53.666,26.080,-0.981,0.055,-0.231
1681470233676,2023-04-14T13:03:53.676,26.090,-0.983,0.054,-0.231
1681470233686,2023-04-14T13:03:53.686,26.100,-0.980,0.053,-0.231
1681470233696,2023-04-14T13:03:53.696,26.110,-0.981,0.055,-0.235
1681470233706,2023-04-14T13:03:53.706,26.120,-0.981,0.059,-0.237
1681470233716,2023-04-14T13:03:53.716,26.130,-0.979,0.059,-0.236
1681470233726,2023-04-14T13:03:53.726,26.140,-0.981,0.060,-0.240
1681470233736,2023-04-14T13:03:53.736,26.150,-0.983,0.062,-0.240
1681470233746,2023-04-14T13:03:53.746,26.160,-0.980,0.063,-0.231
1681470233756,2023-04-14T13:03:53.756,26.170,-0.979,0.062,-0.236
1681470233766,2023-04-14T13:03:53.766,26.180,-0.980,0.063,-0.239
1681470233776,2023-04-14T13:03:53.776,26.190,-0.980,0.057,-0.238
1681470233786,2023-04-14T13:03:53.786,26.200,-0.984,0.052,-0.236
1681470233796,2023-04-14T13:03:53.796,26.210,-0.984,0.049,-0.237
1681470233806,2023-04-14T13:03:53.806,26.220,-0.984,0.049,-0.236
1681470233816,2023-04-14T13:03:53.816,26.230,-0.982,0.054,-0.236
1681470233826,2023-04-14T13:03:53.826,26.240,-0.981,0.060,-0.240
1681470233836,2023-04-14T13:03:53.836,26.250,-0.977,0.060,-0.239
1681470233846,2023-04-14T13:03:53.846,26.260,-0.982,0.055,-0.236
1681470233856,2023-04-14T13:03:53.856,26.270,-0.987,0.053,-0.232
1681470233866,2023-04-14T13:03:53.866,26.280,-0.984,0.053,-0.240
1681470233876,2023-04-14T13:03:53.876,26.290,-0.981,0.052,-0.242
1681470233886,2023-04-14T13:03:53.886,26.300,-0.981,0.053,-0.237
1681470233896,2023-04-14T13:03:53.896,26.310,-0.983,0.057,-0.237
1681470233906,2023-04-14T13:03:53.906,26.320,-0.981,0.059,-0.239
1681470233916,2023-04-14T13:03:53.916,26.330,-0.982,0.062,-0.240
1681470233926,2023-04-14T13:03:53.926,26.340,-0.980,0.063,-0.237
1681470233936,2023-04-14T13:03:53.936,26.350,-0.979,0.061,-0.237
1681470233946,2023-04-14T13:03:53.946,26.360,-0.979,0.062,-0.237
1681470233956,2023-04-14T13:03:53.956,26.370,-0.981,0.059,-0.233
1681470233966,2023-04-14T13:03:53.966,26.380,-0.981,0.057,-0.235
1681470233976,2023-04-14T13:03:53.976,26.390,-0.982,0.060,-0.238
1681470233986,2023-04-14T13:03:53.986,26.400,-0.978,0.058,-0.241
1681470233996,2023-04-14T13:03:53.996,26.410,-0.978,0.054,-0.243
1681470234006,2023-04-14T13:03:54.006,26.420,-0.978,0.058,-0.237
1681470234016,2023-04-14T13:03:54.016,26.430,-0.981,0.061,-0.232
1681470234026,2023-04-14T13:03:54.026,26.440,-0.982,0.057,-0.232
1681470234036,2023-04-14T13:03:54.036,26.450,-0.984,0.056,-0.236
1681470234046,2023-04-14T13:03:54.046,26.460,-0.984,0.055,-0.236
1681470234056,2023-04-14T13:03:54.056,26.470,-0.981,0.059,-0.237
1681470234066,2023-04-14T13:03:54.066,26.480,-0.979,0.064,-0.238
1681470234076,2023-04-14T13:03:54.076,26.490,-0.982,0.060,-0.244
1681470234086,2023-04-14T13:03:54.086,26.500,-0.979,0.056,-0.244
1681470234096,2023-04-14T13:03:54.096,26.510,-0.979,0.057,-0.243
1681470234106,2023-04-14T13:03:54.106,26.520,-0.982,0.059,-0.243
1681470234116,2023-04-14T13:03:54.116,26.530,-0.978,0.057,-0.239
1681470234126,2023-04-14T13:03:54.126,26.540,-0.977,0.054,-0.237
1681470234136,2023-04-14T13:03:54.136,26.550,-0.984,0.056,-0.236
1681470234146,2023-04-14T13:03:54.146,26.560,-0.985,0.060,-0.239
1681470234156,2023-04-14T13:03:54.156,26.570,-0.986,0.059,-0.236
1681470234166,2023-04-14T13:03:54.166,26.580,-0.986,0.058,-0.239
1681470234176,2023-04-14T13:03:54.176,26.590,-0.985,0.058,-0.235
1681470234186,2023-04-14T13:03:54.186,26.600,-0.981,0.056,-0.233
1681470234196,2023-04-14T13:03:54.196,26.610,-0.980,0.055,-0.239
1681470234206,2023-04-14T13:03:54.206,26.620,-0.978,0.056,-0.240
1681470234216,2023-04-14T13:03:54.216,26.630,-0.979,0.056,-0.243
1681470234226,2023-04-14T13:03:54.226,26.640,-0.979,0.056,-0.242
1681470234236,2023-04-14T13:03:54.236,26.650,-0.981,0.057,-0.243
1681470234246,2023-04-14T13:03:54.246,26.660,-0.985,0.056,-0.240
1681470234256,2023-04-14T13:03:54.256,26.670,-0.984,0.056,-0.234
1681470234266,2023-04-14T13:03:54.266,26.680,-0.980,0.056,-0.231
1681470234276,2023-04-14T13:03:54.276,26.690,-0.978,0.056,-0.233
1681470234286,2023-04-14T13:03:54.286,26.700,-0.981,0.058,-0.235
1681470234296,2023-04-14T13:03:54.296,26.710,-0.982,0.058,-0.233
1681470234306,2023-04-14T13:03:54.306,26.720,-0.984,0.056,-0.232
1681470234316,2023-04-14T13:03:54.316,26.730,-0.982,0.052,-0.238
1681470234326,2023-04-14T13:03:54.326,26.740,-0.984,0.050,-0.240
1681470234336,2023-04-14T13:03:54.336,26.750,-0.983,0.052,-0.241
1681470234346,2023-04-14T13:03:54.346,26.760,-0.978,0.053,-0.236
1681470234356,2023-04-14T13:03:54.356,26.770,-0.978,0.053,-0.233
1681470234366,2023-04-14T13:03:54.366,26.780,-0.982,0.059,-0.240
1681470234376,2023-04-14T13:03:54.376,26.790,-0.982,0.061,-0.238
1681470234386,2023-04-14T13:03:54.386,26.800,-0.980,0.056,-0.240
1681470234396,2023-04-14T13:03:54.396,26.810,-0.982,0.052,-0.243
1681470234406,2023-04-14T13:03:54.406,26.820,-0.981,0.052,-0.244
1681470234416,2023-04-14T13:03:54.416,26.830,-0.980,0.057,-0.244
1681470234426,2023-04-14T13:03:54.426,26.840,-0.977,0.056,-0.240
