elapsed (s);x-axis (g);y-axis (g);z-axis (g);x-axis (deg/s);y-axis (deg/s);z-axis (deg/s)
22.46;-1.042;0.068;-0.126;-7.95;2.576;-1.875
22.47;-1.043;0.046;-0.122;-9.505;2.652;-1.829
22.48;-1.062;0.032;-0.117;-10.808;2.393;-1.258
22.49;-1.07;0.026;-0.122;-11.38;2.744;-0.518
22.5;-1.056;0.025;-0.107;-10.915;3.628;-0.13
22.51;-1.037;0.019;-0.09;-8.971;5.442;-0.061
22.52;-1.028;0.018;-0.095;-6.364;7.309;-0.335
22.53;-1.035;0.014;-0.102;-3.887;8.415;-0.793
22.54;-1.051;0.015;-0.104;-1.471;8.849;-1.113
22.55;-1.046;0.016;-0.105;2.104;10.45;-1.242
22.56;-1.051;0.011;-0.107;6.547;10.602;-1.555
22.57;-1.062;0.017;-0.102;7.287;10.183;-1.654
22.58;-1.055;0.032;-0.081;4.855;11.021;-1.12
22.59;-1.058;0.039;-0.09;5.419;10.312;-1.22
22.6;-1.059;0.044;-0.091;8.095;8.841;-1.86
22.61;-1.064;0.05;-0.074;8.026;7.043;-2.325
22.62;-1.08;0.048;-0.069;3.986;4.87;-2.02
22.63;-1.098;0.035;-0.083;-0.061;2.34;-1.105
22.64;-1.115;0.022;-0.101;-2.241;-0.091;0.114
22.65;-1.1;0.001;-0.128;-2.576;-1.22;1.616
22.66;-1.07;-0.002;-0.148;-1.189;-1.852;2.591
22.67;-1.038;0.011;-0.151;1.151;-1.616;2.782
22.68;-1.02;0.035;-0.149;2.637;-0.854;2.195
22.69;-1.031;0.054;-0.158;1.479;-0.023;1.707
22.7;-1.038;0.06;-0.172;-0.595;1.09;1.494
22.71;-1.045;0.058;-0.176;-2.576;1.669;1.402
22.72;-1.052;0.054;-0.179;-4.642;1.57;1.662
22.73;-1.054;0.043;-0.18;-5.473;1.181;1.616
22.74;-1.044;0.028;-0.188;-4.39;1.982;1.402
22.75;-1.034;0.022;-0.2;-2.843;2.607;1.303
22.76;-1.034;0.032;-0.2;-1.57;2.439;1.12
22.77;-1.045;0.052;-0.198;-1.806;2.127;0.869
22.78;-1.049;0.065;-0.192;-2.95;2.302;0.663
22.79;-1.04;0.073;-0.182;-3.948;2.812;0.297
22.8;-1.031;0.075;-0.176;-4.855;2.957;-0.366
22.81;-1.041;0.066;-0.169;-6.189;2.683;-0.892
22.82;-1.055;0.049;-0.16;-7.538;2.188;-0.77
22.83;-1.063;0.029;-0.154;-7.622;1.89;-0.282
22.84;-1.063;0.015;-0.156;-6.578;1.837;0.343
22.85;-1.056;0.007;-0.15;-4.931;2.271;0.915
22.86;-1.051;0.004;-0.148;-2.157;2.264;1.357
22.87;-1.054;0.01;-0.154;0.564;1.761;1.502
22.88;-1.056;0.026;-0.16;1.867;1.326;1.54
22.89;-1.057;0.045;-0.171;2.203;1.341;1.418
22.9;-1.052;0.058;-0.172;2.576;1.54;1.235
22.91;-1.048;0.066;-0.167;2.454;1.082;0.808
22.92;-1.052;0.067;-0.15;0.373;0.465;0.678
22.93;-1.052;0.056;-0.144;-2.088;0.777;0.998
22.94;-1.053;0.043;-0.154;-2.759;0.762;1.12
22.95;-1.045;0.031;-0.153;-2.409;0.579;1.372
22.96;-1.043;0.03;-0.153;-1.402;0.381;1.166
22.97;-1.049;0.039;-0.152;-1.044;0.03;0.701
22.98;-1.051;0.046;-0.154;-1.86;-0.183;0.343
22.99;-1.05;0.052;-0.155;-2.942;-0.183;0.351
23;-1.051;0.045;-0.157;-3.438;-0.274;0.473
23.01;-1.057;0.039;-0.157;-3.072;-0.686;0.434
23.02;-1.055;0.029;-0.156;-1.867;-0.366;0.785
23.03;-1.052;0.023;-0.158;-0.404;0.038;1.258
23.04;-1.051;0.027;-0.164;1.273;0.213;1.418
23.05;-1.045;0.038;-0.164;2.835;0.244;1.57
23.06;-1.04;0.048;-0.161;3.514;0.595;1.555
23.07;-1.038;0.059;-0.162;3.087;0.343;1.059
23.08;-1.051;0.064;-0.158;1.745;-0.29;0.419
23.09;-1.057;0.056;-0.157;0.686;-0.183;0.343
23.1;-1.051;0.043;-0.17;0.61;-0.48;0.587
23.11;-1.046;0.041;-0.167;0.96;-1.12;0.777
23.12;-1.047;0.043;-0.162;1.41;-1.334;0.922
23.13;-1.047;0.049;-0.158;1.09;-0.877;1.288
23.14;-1.046;0.055;-0.155;0.419;-0.457;1.425
23.15;-1.041;0.058;-0.147;0.053;-0.069;1.212
23.16;-1.042;0.061;-0.14;-0.168;-0.061;0.785
23.17;-1.051;0.056;-0.142;-0.556;-0.084;0.267
23.18;-1.053;0.048;-0.147;-0.442;-0.274;0.152
23.19;-1.055;0.043;-0.143;-0.655;-0.305;0.312
23.2;-1.052;0.042;-0.139;-1.395;-0.351;0.625
23.21;-1.052;0.036;-0.138;-1.326;-0.16;0.899
23.22;-1.052;0.034;-0.146;0.473;-0.343;0.777
23.23;-1.051;0.033;-0.152;2.835;-0.274;0.526
23.24;-1.042;0.037;-0.16;4.345;-0.091;0.572
23.25;-1.043;0.047;-0.155;4.733;-0.122;0.419
23.26;-1.045;0.053;-0.151;4.52;-0.099;0.267
23.27;-1.045;0.062;-0.147;3.59;-0.099;-0.038
23.28;-1.052;0.065;-0.141;2.233;-0.267;-0.45
23.29;-1.058;0.06;-0.13;0.48;-0.03;-0.412
23.3;-1.055;0.048;-0.132;-0.8;0.091;-0.023
23.31;-1.056;0.046;-0.132;-1.166;-0.13;0.13
23.32;-1.053;0.046;-0.135;-1.044;0.084;0.457
23.33;-1.049;0.047;-0.147;-0.777;0.381;0.465
23.34;-1.048;0.057;-0.15;-1.181;0.183;0.351
23.35;-1.048;0.063;-0.153;-1.936;-0.457;0
23.36;-1.048;0.067;-0.151;-2.782;-1.059;-0.45
23.37;-1.054;0.069;-0.148;-3.765;-2.096;-1.006
23.38;-1.069;0.056;-0.15;-5.465;-3.155;-1.204
23.39;-1.073;0.035;-0.149;-7.576;-3.727;-0.762
23.4;-1.073;0.029;-0.16;-9.39;-4.177;-0.061
23.41;-1.076;0.032;-0.167;-11.54;-5.556;0.747
23.42;-1.072;0.035;-0.175;-12.668;-7.599;1.41
23.43;-1.057;0.047;-0.178;-10.381;-9.68;1.166
23.44;-1.056;0.063;-0.175;-8.117;-11.578;0.198
23.45;-1.062;0.061;-0.178;-8.666;-12.538;0.107
23.46;-1.062;0.054;-0.184;-9.947;-13.27;0.465
23.47;-1.058;0.047;-0.189;-10.221;-14.024;0.663
23.48;-1.053;0.041;-0.193;-8.758;-15.312;0.663
23.49;-1.056;0.038;-0.183;-6.418;-16.723;0.556
23.5;-1.06;0.041;-0.17;-4.97;-18.095;0.495
23.51;-1.064;0.045;-0.153;-4.169;-19.619;0.351
23.52;-1.067;0.049;-0.14;-4.771;-21.608;0.076
23.53;-1.072;0.052;-0.12;-5.32;-24.177;-0.732
23.54;-1.071;0.054;-0.084;-5.023;-25.861;-1.707
23.55;-1.069;0.056;-0.044;-4.771;-26.578;-2.47
23.56;-1.064;0.055;-0.008;-6.395;-25.968;-3.148
23.57;-1.072;0.043;0.021;-8.453;-25.953;-4.345
23.58;-1.105;0.023;0.05;-10.854;-28.598;-5.488
23.59;-1.137;0;0.072;-14.436;-32.645;-6.402
23.6;-1.142;-0.033;0.095;-17.591;-37.348;-7.058
23.61;-1.155;-0.058;0.122;-21.258;-44.771;-8.117
23.62;-1.147;-0.097;0.159;-24.291;-52.873;-9.299
23.63;-1.149;-0.121;0.193;-27.05;-62.127;-11.037
23.64;-1.094;-0.142;0.234;-28.377;-65.206;-12.393
23.65;-1.053;-0.129;0.278;-30.061;-67.081;-11.57
23.66;-1.029;-0.108;0.293;-31.456;-65.716;-11.684
23.67;-0.99;-0.118;0.255;-30.968;-63.041;-12.012
23.68;-0.994;-0.072;0.265;-38.018;-64.848;-11.28
23.69;-0.983;-0.045;0.268;-53.27;-61.159;-9.695
23.7;-0.97;-0.072;0.151;-50.61;-57.645;-5.229
23.71;-0.988;-0.033;0.005;-38.064;-59.002;-4.497
23.72;-1.023;0.005;-0.085;-20.236;-64.459;-5.983
23.73;-1.007;0.06;-0.123;1.395;-72.53;-11.799
23.74;-0.968;0.082;-0.091;12.912;-77.576;-19.07
23.75;-0.93;0.077;-0.022;14.916;-79.558;-22.774
23.76;-0.963;0.067;0.009;7.652;-80.358;-22.325
23.77;-0.995;0.078;-0.002;9.421;-79.558;-20.419
23.78;-1.029;0.132;0.016;14.04;-83.216;-24.322
23.79;-1.018;0.096;0.084;15.549;-88.308;-28.262
23.8;-0.983;0.044;0.192;11.623;-89.215;-28.216
23.81;-0.952;-0.009;0.224;14.36;-86.936;-23.773
23.82;-0.943;-0.007;0.233;23.468;-87.485;-19.794
23.83;-0.973;-0.007;0.229;23.605;-89.825;-18.59
23.84;-0.966;-0.051;0.157;16.845;-90.076;-17.881
23.85;-0.987;-0.048;0.136;16.029;-95.694;-21.547
23.86;-1.003;-0.049;0.17;19.909;-102.881;-27.043
23.87;-1.018;-0.072;0.154;29.017;-110.831;-29.253
23.88;-1.05;-0.076;0.139;29.573;-119.71;-25.381
23.89;-1.005;-0.083;0.239;22.416;-120.816;-19.39
23.9;-0.976;-0.15;0.412;29.177;-116.623;-14.322
23.91;-0.929;-0.1;0.393;44.848;-102.782;-12.332
23.92;-0.983;0.045;0.183;53.841;-103.27;-12.934
23.93;-1.016;0.067;0.018;37.668;-114.588;-10.015
23.94;-0.917;-0.108;0.365;20.465;-113.902;-7.172
23.95;-0.833;-0.099;0.659;21.441;-93.087;-10.404
23.96;-0.899;0.015;0.431;30.244;-82.965;-15.343
23.97;-1.074;0.032;0.194;28.788;-96.059;-16.197
23.98;-1.063;-0.055;0.375;26.875;-99.352;-12.683
23.99;-1.014;-0.073;0.515;31.631;-91.646;-10.785
24;-1;0.042;0.497;27.683;-84.466;-13.529
24.01;-1.002;0.104;0.452;17.995;-83.316;-17.576
24.02;-0.982;0.052;0.451;13.14;-83.567;-19.497
24.03;-0.986;-0.026;0.45;16.944;-83.925;-19.291
24.04;-0.993;0.013;0.418;21.341;-82.294;-17.828
24.05;-1.027;0.119;0.333;16.311;-88.826;-15.556
24.06;-1.013;0.066;0.471;10.168;-91.845;-11.235
24.07;-0.964;0.01;0.596;10.183;-82.477;-7.934
24.08;-0.98;0.089;0.577;7.058;-73.887;-8.445
24.09;-0.996;0.139;0.557;-0.434;-69.695;-9.291
24.1;-0.984;0.123;0.582;-8.186;-66.974;-9.017
24.11;-0.965;0.065;0.59;-10.648;-64.314;-9.047
24.12;-0.979;0.015;0.543;-8.064;-65.191;-9.39
24.13;-1;-0.028;0.535;-4.245;-67.393;-8.62
24.14;-1.003;-0.077;0.578;-0.762;-67.973;-6.052
24.15;-0.96;-0.102;0.66;0.488;-63.27;-3.422
24.16;-0.929;-0.086;0.693;1.692;-58.186;-3.018
24.17;-0.901;-0.05;0.694;1.456;-54.398;-3.841
24.18;-0.873;-0.011;0.691;-2.233;-51.014;-4.535
24.19;-0.866;0.01;0.668;-6.608;-50.305;-5.32
24.2;-0.839;-0.011;0.667;-7.759;-49.436;-5.663
24.21;-0.813;0;0.662;-7.515;-49.306;-5.488
24.22;-0.81;-0.02;0.707;-7.889;-49.238;-3.483
24.23;-0.781;-0.048;0.786;-7.965;-43.407;-1.456
24.24;-0.774;-0.021;0.77;-7.934;-39.085;-2.21
24.25;-0.752;-0.06;0.757;-6.197;-36.745;-3.087
24.26;-0.695;-0.09;0.786;-3.003;-33.095;-3.537
24.27;-0.682;-0.062;0.814;-0.465;-29.078;-4.139
24.28;-0.713;-0.046;0.819;0.663;-24.931;-3.796
24.29;-0.752;-0.033;0.786;1.075;-22.355;-3.392
24.3;-0.765;-0.025;0.782;2.271;-20.427;-2.645
24.31;-0.757;-0.013;0.797;3.072;-17.782;-0.785
24.32;-0.735;0.01;0.801;1.928;-13.933;0.96
24.33;-0.709;0.021;0.826;-0.564;-8.62;1.936
24.34;-0.726;0.004;0.832;-2.05;-3.552;2.508
24.35;-0.758;-0.029;0.809;-2.66;-0.122;2.774
24.36;-0.754;-0.049;0.799;-2.477;3.521;2.965
24.37;-0.749;-0.059;0.787;-1.86;7.195;2.896
24.38;-0.76;-0.063;0.794;-2.18;11.143;2.34
24.39;-0.793;-0.078;0.799;-1.799;14.139;2.553
24.4;-0.84;-0.122;0.786;1.25;15.877;3.316
24.41;-0.849;-0.147;0.776;5.16;18.095;3.438
24.42;-0.84;-0.129;0.762;7.233;20.587;2.675
24.43;-0.84;-0.123;0.773;8.963;23.666;2.073
24.44;-0.86;-0.096;0.762;10.091;27.172;2.104
24.45;-0.887;-0.051;0.728;9.261;29.337;2.363
24.46;-0.886;-0.037;0.728;7.111;31.532;2.95
24.47;-0.866;-0.043;0.742;6.502;34.421;3.377
24.48;-0.853;-0.043;0.738;6.631;37.691;3.636
24.49;-0.857;-0.046;0.747;7.79;40.831;3.925
24.5;-0.866;-0.046;0.736;9.085;44.093;4.253
24.51;-0.871;-0.043;0.696;10.968;45.457;4.085
24.52;-0.856;-0.05;0.684;12.599;46.936;4.215
24.53;-0.832;-0.041;0.7;13.338;50.373;4.665
24.54;-0.838;-0.015;0.694;12.401;53.803;4.832
24.55;-0.857;-0.008;0.678;11.524;56.143;5.107
24.56;-0.872;-0.008;0.66;11.73;57.896;5.61
24.57;-0.889;-0.004;0.655;11.22;59.23;5.762
24.58;-0.898;-0.012;0.648;12.096;60.846;5.48
24.59;-0.897;-0.002;0.622;13.666;62.317;4.901
24.6;-0.885;0.019;0.599;12.782;63.834;4.68
24.61;-0.88;0.027;0.593;11.86;64.741;4.634
24.62;-0.883;0.026;0.592;10.983;65.983;4.718
24.63;-0.89;0.018;0.584;9.909;67.622;4.977
24.64;-0.895;0.012;0.568;9.474;69.078;5.716
24.65;-0.905;0.013;0.549;9.2;69.596;6.623
24.66;-0.907;0.019;0.542;8.361;69.703;7.05
24.67;-0.901;0.036;0.54;7.881;69.832;6.524
24.68;-0.906;0.042;0.528;7.043;69.047;5.77
24.69;-0.907;0.036;0.531;6.029;69.672;6.044
24.7;-0.912;0.043;0.531;3.811;72.302;6.494
24.71;-0.937;0.058;0.498;0.335;73.277;6.616
24.72;-0.953;0.055;0.475;-2.47;73.034;6.784
24.73;-0.952;0.037;0.464;-5.495;73.498;7.165
24.74;-0.945;0.023;0.467;-7.02;73.765;7.226
24.75;-0.933;0.03;0.459;-8.361;75.198;7.05
24.76;-0.933;0.051;0.449;-9.543;76.059;6.852
24.77;-0.938;0.061;0.425;-10.396;76.829;6.387
24.78;-0.947;0.059;0.415;-11.494;77.066;6.593
24.79;-0.958;0.062;0.401;-11.875;77.416;6.845
24.8;-0.975;0.075;0.376;-12.363;78.544;6.845
24.81;-1;0.087;0.335;-15.191;77.355;7.325
24.82;-1.013;0.074;0.332;-18.331;75.899;7.424
24.83;-0.992;0.064;0.336;-21.136;76.677;7.416
24.84;-0.986;0.049;0.317;-23.514;75.305;7.736
24.85;-0.977;0.035;0.337;-25.587;75.716;7.912
24.86;-0.972;0.021;0.297;-24.2;75.168;7.965
24.87;-0.994;0.015;0.271;-23.11;72.264;8.605
24.88;-0.989;-0.007;0.282;-22.142;71.402;8.727
24.89;-0.984;-0.045;0.28;-18.46;71.349;7.995
24.9;-0.988;-0.048;0.259;-14.459;71.296;7.561
24.91;-0.998;-0.032;0.217;-12.188;69.809;8.049
24.92;-0.993;-0.025;0.223;-12.622;68.971;8.255
24.93;-0.992;-0.014;0.265;-12.942;69.383;8.735
24.94;-0.992;0.009;0.249;-14.032;71.265;9.39
24.95;-1.021;0.024;0.189;-14.04;70.183;10.526
24.96;-1.031;0.032;0.152;-11.997;66.784;12.805
24.97;-1.027;0.058;0.182;-8.445;62.477;14.345
24.98;-0.998;0.095;0.209;-4.474;60.541;15.221
24.99;-0.969;0.113;0.198;-4.672;61.753;16.463
25;-0.96;0.118;0.194;-9.017;63.148;17.447
25.01;-0.972;0.134;0.206;-15.282;62.409;17.5
25.02;-0.997;0.151;0.205;-23.247;62.203;18.186
25.03;-0.958;0.123;0.167;-26.174;64.604;18.399
25.04;-0.963;0.071;0.174;-24.68;63.963;16.242
25.05;-0.923;-0.014;0.183;-17.233;67.576;14.558
25.06;-0.911;-0.055;0.183;-12.005;67.256;11.57
25.07;-0.958;-0.073;0.231;-10.465;62.95;8.072
25.08;-0.96;-0.115;0.242;-4.619;62.523;8.049
25.09;-1.003;-0.117;0.24;-2.058;61.181;8.559
25.1;-1.007;-0.149;0.218;0.808;64.649;9.078
25.11;-1.023;-0.165;0.195;0.473;62.233;8.59
25.12;-1.102;-0.167;0.237;-4.352;53.841;7.82
25.13;-1.065;-0.192;0.239;-2.309;54.588;9.413
25.14;-1.096;-0.186;0.213;3.003;48.834;9.817
25.15;-1.118;-0.179;0.235;11.623;49.657;9.238
25.16;-1.046;-0.172;0.123;25.389;56.22;10.671
25.17;-1.075;-0.108;0.056;36.7;53.902;11.639
25.18;-1.081;-0.019;0.049;38.765;50.206;10.419
25.19;-1.079;0.034;0.079;36.22;48.666;8.567
25.2;-1.053;0.036;0.065;35.16;49.764;6.677
25.21;-1.054;0.022;0.055;32.927;50.221;4.436
25.22;-1.064;0.011;0.017;28.834;49.055;2.973
25.23;-1.101;-0.008;-0.001;26.471;44.672;2.348
25.24;-1.108;-0.009;-0.013;26.105;41.159;2.896
25.25;-1.096;0.016;-0.027;25.099;37.614;3.399
25.26;-1.083;0.049;0.002;22.622;34.116;2.233
25.27;-1.067;0.076;0.025;20.183;33.925;0.823
25.28;-1.067;0.101;0.007;15.206;32.858;0.114
25.29;-1.094;0.122;-0.014;4.39;30.495;0.404
25.3;-1.104;0.135;-0.053;-7.881;27.812;1.197
25.31;-1.099;0.133;-0.065;-18.194;25.229;2.088
25.32;-1.074;0.113;-0.051;-23.567;24.238;2.508
25.33;-1.04;0.088;-0.035;-23.971;24.985;1.982
25.34;-1.034;0.057;-0.023;-21.364;26.189;0.648
25.35;-1.059;0.022;-0.04;-16.928;27.424;0.145
25.36;-1.082;-0.007;-0.07;-11.547;26.966;0.907
25.37;-1.086;-0.021;-0.101;-8.125;24.688;2.081
25.38;-1.08;-0.014;-0.121;-6.235;23.056;2.767
25.39;-1.075;0;-0.142;-3.567;20.892;2.348
25.4;-1.064;0.022;-0.137;-1.212;18.765;1.578
25.41;-1.056;0.052;-0.125;0.091;17.294;0.739
25.42;-1.056;0.079;-0.136;0.968;16.059;0.046
25.43;-1.051;0.101;-0.156;-0.03;14.947;-0.732
25.44;-1.05;0.109;-0.17;-2.812;14.253;-1.25
25.45;-1.051;0.097;-0.184;-4.291;13.925;-1.044
25.46;-1.062;0.074;-0.181;-4.108;13.27;-0.32
25.47;-1.078;0.061;-0.178;-3.75;12.203;0.709
25.48;-1.083;0.05;-0.183;-2.858;10.343;1.837
25.49;-1.064;0.051;-0.183;-1.28;8.727;1.989
25.5;-1.04;0.066;-0.179;-0.015;8.277;1.28
25.51;-1.032;0.078;-0.194;0.793;7.569;-0.168
25.52;-1.05;0.083;-0.207;-0.526;6.098;-1.242
25.53;-1.06;0.079;-0.218;-3.354;5.175;-1.402
25.54;-1.06;0.065;-0.231;-6.28;4.901;-0.579
25.55;-1.049;0.046;-0.23;-7.165;4.817;0.252
25.56;-1.037;0.039;-0.223;-5.686;5.099;0.678
25.57;-1.034;0.038;-0.228;-2.82;5.015;0.747
25.58;-1.039;0.041;-0.229;-0.259;4.314;0.716
25.59;-1.046;0.047;-0.219;1.319;3.476;0.945
25.6;-1.041;0.054;-0.204;2.21;2.713;1.006
25.61;-1.036;0.065;-0.183;2.325;3.087;0.541
25.62;-1.04;0.07;-0.183;2.409;3.247;-0.015
25.63;-1.052;0.063;-0.182;2.043;2.5;-0.343
25.64;-1.049;0.056;-0.174;1.319;1.928;-0.038
25.65;-1.056;0.056;-0.164;0.16;1.059;0.198
25.66;-1.056;0.063;-0.157;-0.328;1.067;0.061
25.67;-1.045;0.065;-0.154;0.183;1.73;-0.213
25.68;-1.044;0.067;-0.151;0.495;1.951;-0.495
25.69;-1.056;0.068;-0.152;-0.343;1.905;-0.366
25.7;-1.058;0.067;-0.155;-0.534;2.02;-0.099
25.71;-1.053;0.058;-0.149;0.503;1.296;-0.221
25.72;-1.057;0.058;-0.137;-1.159;1.319;-0.328
25.73;-1.052;0.06;-0.134;-1.669;1.075;-0.465
25.74;-1.048;0.052;-0.143;1.425;0.511;-1.014
25.75;-1.057;0.052;-0.13;1.433;0.518;-1.334
25.76;-1.062;0.059;-0.137;-1.639;0.579;-0.724
25.77;-1.054;0.059;-0.135;-2.081;0.739;-0.351
25.78;-1.048;0.063;-0.14;-2.02;0.534;-0.442
25.79;-1.049;0.063;-0.138;-3.636;1.029;-0.305
25.8;-1.048;0.055;-0.142;-5.282;1.959;0.122
25.81;-1.045;0.051;-0.157;-5.633;2.462;0.312
25.82;-1.043;0.055;-0.171;-4.87;2.348;-0.008
25.83;-1.041;0.055;-0.172;-4.444;1.768;-0.366
25.84;-1.045;0.055;-0.16;-4.855;1.997;-0.351
25.85;-1.05;0.052;-0.167;-4.962;2.256;-0.16
25.86;-1.049;0.045;-0.182;-4.756;1.761;-0.015
25.87;-1.047;0.042;-0.185;-3.796;1.22;-0.015
25.88;-1.043;0.041;-0.182;-2.348;0.884;-0.343
25.89;-1.04;0.043;-0.167;-0.823;1.052;-0.724
25.9;-1.039;0.049;-0.155;0.473;1.402;-1.174
25.91;-1.049;0.053;-0.152;0.907;1.341;-1.387
25.92;-1.055;0.049;-0.159;2.172;1.494;-1.12
25.93;-1.056;0.044;-0.177;3.041;1.181;-0.793
25.94;-1.054;0.045;-0.189;2.812;0.602;-0.137
25.95;-1.051;0.045;-0.191;3.659;0.015;0.617
25.96;-1.046;0.048;-0.19;5.442;-0.13;0.96
25.97;-1.043;0.051;-0.18;6.402;-0.084;1.044
25.98;-1.041;0.054;-0.179;6.425;0.091;1.09
25.99;-1.048;0.058;-0.179;5.671;-0.434;1.059
26;-1.053;0.06;-0.18;4.855;-1.021;0.915
26.01;-1.043;0.064;-0.178;3.293;-0.694;0.503
26.02;-1.04;0.063;-0.173;1.662;-0.038;0.358
26.03;-1.046;0.052;-0.181;0.785;0.488;0.373
26.04;-1.045;0.045;-0.178;0.236;0.495;0.625
26.05;-1.044;0.046;-0.174;0.343;0.373;0.625
26.06;-1.037;0.051;-0.167;0.907;0.473;0.381
26.07;-1.041;0.059;-0.165;0.953;0.434;0.107
26.08;-1.049;0.056;-0.166;1.021;0.457;0.389
26.09;-1.05;0.048;-0.172;1.669;0.549;0.838
26.1;-1.054;0.049;-0.173;2.317;0.038;1.029
26.11;-1.052;0.051;-0.169;2.698;-0.373;1.059
26.12;-1.048;0.051;-0.166;3.064;-0.732;0.983
26.13;-1.044;0.054;-0.167;3.262;-0.831;0.755
26.14;-1.042;0.062;-0.164;2.584;-0.518;0.526
26.15;-1.044;0.066;-0.164;1.745;-0.046;0.328
26.16;-1.043;0.066;-0.168;1.319;0.373;0.297
26.17;-1.046;0.065;-0.174;1.189;0.373;0.183
26.18;-1.045;0.064;-0.177;0.793;0.396;0.099
26.19;-1.047;0.063;-0.175;0.518;0.351;0.152
26.2;-1.043;0.057;-0.179;1.075;0.152;0.206
26.21;-1.039;0.051;-0.176;1.944;0.244;0.038
26.22;-1.038;0.049;-0.179;2.828;0.412;0.091
26.23;-1.046;0.057;-0.176;3.003;0.343;0.046
26.24;-1.052;0.059;-0.173;2.485;0.099;0.282
26.25;-1.049;0.058;-0.168;1.959;0.137;0.64
26.26;-1.043;0.058;-0.162;1.944;0.259;0.488
26.27;-1.045;0.059;-0.162;1.997;0.381;0.267
26.28;-1.043;0.057;-0.164;1.463;0.495;0.221
26.29;-1.044;0.06;-0.166;0.381;0.465;0.221
26.3;-1.051;0.065;-0.167;-0.861;0.48;0.183
26.31;-1.051;0.063;-0.167;-1.288;0.587;0.297
26.32;-1.045;0.064;-0.167;-1.395;0.663;0.282
26.33;-1.043;0.061;-0.159;-1.57;0.877;0.084
26.34;-1.045;0.058;-0.166;-1.662;1.181;0.03
26.35;-1.045;0.058;-0.177;-1.578;1.265;-0.107
26.36;-1.044;0.06;-0.176;-1.395;1.288;-0.152
26.37;-1.043;0.058;-0.18;-1.082;1.258;0.03
26.38;-1.046;0.057;-0.177;-0.465;0.93;-0.122
26.39;-1.047;0.056;-0.174;-0.03;0.983;-0.16
26.4;-1.043;0.055;-0.173;-0.076;0.869;-0.107
26.41;-1.048;0.057;-0.166;-0.145;0.541;-0.107
26.42;-1.05;0.055;-0.162;-0.099;0.549;-0.076
26.43;-1.05;0.054;-0.164;-0.206;0.579;0.046
26.44;-1.048;0.053;-0.166;0.252;0.556;0.13
26.45;-1.043;0.053;-0.165;0.884;0.732;0.198
26.46;-1.046;0.054;-0.171;1.296;0.602;0.206
26.47;-1.042;0.057;-0.175;1.22;0.48;0.282
26.48;-1.044;0.064;-0.177;0.511;0.442;0.259
26.49;-1.044;0.062;-0.179;0.175;0.556;0.229
26.5;-1.042;0.057;-0.181;0.236;0.579;0.236
26.51;-1.04;0.055;-0.171;0.671;0.739;0.107
26.52;-1.041;0.058;-0.168;1.082;1.105;-0.175
26.53;-1.049;0.062;-0.173;1.021;1.174;-0.221
26.54;-1.05;0.066;-0.171;0.191;0.945;-0.046
26.55;-1.044;0.064;-0.168;-0.396;1.014;0.221
26.56;-1.043;0.063;-0.167;-0.625;1.326;0.312
26.57;-1.043;0.064;-0.169;-0.686;1.479;0.099
26.58;-1.046;0.06;-0.17;-0.556;1.486;-0.046
26.59;-1.047;0.054;-0.173;-0.244;1.418;-0.183
26.6;-1.048;0.05;-0.176;0.183;1.357;-0.16
26.61;-1.046;0.048;-0.176;0.816;1.113;-0.084
26.62;-1.045;0.049;-0.172;1.425;1.029;0.008
26.63;-1.042;0.052;-0.17;1.684;1.22;0.168
26.64;-1.043;0.06;-0.173;1.204;1.212;0.13
26.65;-1.044;0.064;-0.172;0.373;1.303;0.206
26.66;-1.046;0.061;-0.179;0.099;1.585;0.198
26.67;-1.044;0.055;-0.179;0.206;1.646;0.236
26.68;-1.041;0.052;-0.179;0.854;1.562;0.069
26.69;-1.042;0.055;-0.182;1.105;1.547;-0.038
26.7;-1.049;0.058;-0.182;0.953;1.395;0.16
26.71;-1.051;0.057;-0.179;0.907;1.326;0.32
26.72;-1.045;0.055;-0.175;0.838;1.349;0.282
26.73;-1.043;0.056;-0.175;0.678;1.22;0.282
26.74;-1.045;0.056;-0.171;0.488;1.28;0.282
26.75;-1.047;0.056;-0.171;0.183;1.357;0.305
26.76;-1.046;0.055;-0.172;-0.046;1.357;0.29
26.77;-1.044;0.057;-0.173;-0.008;1.631;0.069
26.78;-1.042;0.056;-0.179;0.572;1.944;-0.053
26.79;-1.044;0.052;-0.182;0.655;1.791;-0.145
26.8;-1.045;0.053;-0.182;0.8;1.57;0.008
26.81;-1.042;0.055;-0.182;0.983;1.768;0.229
26.82;-1.043;0.057;-0.182;1.044;1.677;0.107
26.83;-1.049;0.053;-0.183;1.288;1.555;0.152
26.84;-1.049;0.052;-0.18;1.433;1.113;0.29
26.85;-1.046;0.054;-0.181;1.547;0.93;0.343
26.86;-1.041;0.054;-0.179;1.684;0.945;0.221
26.87;-1.041;0.056;-0.177;1.898;0.998;0.145
26.88;-1.045;0.057;-0.182;1.814;1.082;0.076
26.89;-1.045;0.055;-0.185;1.326;1.12;0.152
26.9;-1.047;0.055;-0.181;0.579;0.968;0.29
26.91;-1.048;0.055;-0.185;0.274;0.899;0.495
26.92;-1.044;0.055;-0.187;0.335;0.861;0.526
26.93;-1.04;0.058;-0.18;0.335;0.869;0.312
26.94;-1.04;0.058;-0.177;0.053;1.174;0.252
26.95;-1.043;0.061;-0.182;-0.107;1.303;0.305
