elapsed (s);x-axis (g);y-axis (g);z-axis (g);x-axis (deg/s);y-axis (deg/s);z-axis (deg/s)
8.97;-1.058;0.051;-0.075;3.88;0.793;-0.655
8.98;-1.06;0.056;-0.082;4.299;0.511;-0.747
8.99;-1.064;0.059;-0.093;4.398;0.145;-0.983
9;-1.06;0.057;-0.096;4.352;-0.282;-0.968
9.01;-1.053;0.055;-0.089;4.748;-0.434;-1.143
9.02;-1.053;0.061;-0.086;5.282;-0.366;-1.38
9.03;-1.055;0.065;-0.082;5.175;0.015;-1.364
9.04;-1.058;0.068;-0.087;4.573;0.434;-1.235
9.05;-1.062;0.07;-0.093;4.017;0.32;-1.22
9.06;-1.057;0.073;-0.089;2.995;0.053;-1.25
9.07;-1.053;0.071;-0.089;1.578;-0.13;-1.105
9.08;-1.055;0.069;-0.09;0.457;-0.32;-1.067
9.09;-1.058;0.069;-0.087;-0.549;-0.13;-1.044
9.1;-1.057;0.065;-0.085;-1.28;0.114;-1.021
9.11;-1.056;0.061;-0.087;-1.502;0.396;-1.113
9.12;-1.053;0.052;-0.087;-1.357;0.648;-0.884
9.13;-1.06;0.04;-0.086;-0.297;0.259;-0.793
9.14;-1.064;0.038;-0.077;1.776;-0.076;-0.732
9.15;-1.064;0.045;-0.076;3.117;-0.221;-0.762
9.16;-1.06;0.05;-0.074;3.399;-0.404;-0.838
9.17;-1.06;0.056;-0.073;2.79;-0.549;-0.877
9.18;-1.059;0.058;-0.065;2.607;-0.61;-0.922
9.19;-1.057;0.06;-0.068;2.927;-0.587;-1.082
9.2;-1.062;0.056;-0.078;2.561;-0.534;-1.021
9.21;-1.056;0.053;-0.088;2.035;-0.488;-0.899
9.22;-1.054;0.05;-0.089;2.218;-0.511;-0.884
9.23;-1.056;0.051;-0.093;1.753;-0.526;-0.938
9.24;-1.062;0.05;-0.097;0.716;-1.067;-0.899
9.25;-1.069;0.042;-0.093;1.143;-1.639;-0.694
9.26;-1.066;0.042;-0.086;1.974;-1.761;-0.206
9.27;-1.062;0.048;-0.079;3.125;-1.814;-0.015
9.28;-1.06;0.045;-0.081;4.215;-2.05;0.015
9.29;-1.062;0.045;-0.082;3.849;-2.462;0.015
9.3;-1.066;0.052;-0.085;3.681;-3.3;-0.084
9.31;-1.074;0.056;-0.08;3.003;-4.451;-0.221
9.32;-1.079;0.052;-0.076;0.983;-5.427;-0.274
9.33;-1.073;0.041;-0.071;-0.008;-5.579;0.13
9.34;-1.062;0.029;-0.08;0.816;-5.442;0.358
9.35;-1.059;0.018;-0.084;2.477;-6.174;0.236
9.36;-1.064;0.011;-0.084;3.567;-7.355;0.03
9.37;-1.079;0.01;-0.082;4.497;-8.651;0.16
9.38;-1.084;0.016;-0.072;4.855;-9.939;0.328
9.39;-1.089;0.029;-0.058;5.434;-11.54;0.427
9.4;-1.086;0.041;-0.047;5.96;-13.369;0.473
9.41;-1.076;0.056;-0.027;5.183;-15.282;0.488
9.42;-1.076;0.075;-0.008;0.953;-17.142;-0.091
9.43;-1.07;0.079;0.014;-3.605;-16.928;0.053
9.44;-1.049;0.069;0;-5.053;-15.297;0.511
9.45;-1.052;0.062;-0.019;-5.229;-15.038;0.274
9.46;-1.057;0.065;-0.039;-6.12;-15.991;-0.206
9.47;-1.065;0.064;-0.049;-7.271;-17.165;-0.457
9.48;-1.072;0.067;-0.048;-9.84;-17.622;-0.633
9.49;-1.076;0.059;-0.043;-12.317;-18.026;-0.777
9.5;-1.082;0.043;-0.024;-12.63;-19.085;-0.915
9.51;-1.089;0.038;0.018;-10.915;-20.831;-1.745
9.52;-1.084;0.033;0.06;-8.727;-22.401;-3.14
9.53;-1.085;0.029;0.102;-9.123;-24.733;-4.84
9.54;-1.087;0.036;0.165;-11.28;-27.729;-6.402
9.55;-1.088;0.057;0.209;-16.631;-31.433;-8.902
9.56;-1.091;0.063;0.246;-30.389;-35.899;-12.096
9.57;-1.095;0.023;0.297;-49.367;-40.831;-13.72
9.58;-1.094;-0.019;0.35;-61.593;-46.875;-13.277
9.59;-1.085;-0.039;0.377;-66.265;-54.627;-13.514
9.6;-1.051;-0.061;0.413;-66.593;-59.672;-17.195
9.61;-0.984;-0.131;0.418;-66.402;-62.348;-20.96
9.62;-0.926;-0.226;0.417;-72.561;-63.384;-21.425
9.63;-0.875;-0.336;0.384;-76.341;-59.634;-17.111
9.64;-0.87;-0.339;0.292;-57.759;-53.034;-11.768
9.65;-0.881;-0.227;0.109;-14.771;-46.174;-7.21
9.66;-0.969;-0.018;-0.122;22.774;-48.697;-6.921
9.67;-1.069;0.138;-0.223;30.938;-60.282;-10.053
9.68;-1.087;0.17;-0.187;19.398;-72.096;-12.043
9.69;-1;0.166;-0.003;6.227;-75.793;-12.233
9.7;-0.907;0.153;0.208;0.8;-73.643;-13.78
9.71;-0.857;0.128;0.3;2.454;-68.087;-17.744
9.72;-0.897;0.102;0.192;15.968;-68.75;-20.922
9.73;-0.978;0.073;0.037;22.591;-78.933;-21.936
9.74;-1.031;-0.079;0.014;18.514;-89.665;-19.855
9.75;-1.046;-0.196;0.126;15.671;-96.181;-14.062
9.76;-1.012;-0.089;0.255;24.558;-95.716;-11.585
9.77;-0.996;0.043;0.182;38.88;-95.191;-11.082
9.78;-1.007;0.143;0.128;32.683;-94.893;-8.636
9.79;-0.995;0.166;0.147;17.37;-92.088;-5.846
9.8;-1.008;0.163;0.07;6.509;-93.628;-7.256
9.81;-1.015;0.09;0.087;1.7;-98.918;-10.427
9.82;-1.033;-0.079;0.151;0.473;-103.796;-8.476
9.83;-1.007;-0.144;0.279;0.13;-98.178;-4.634
9.84;-1.016;-0.094;0.331;4.52;-92.835;-4.512
9.85;-1.02;-0.046;0.322;6.494;-89.566;-8.216
9.86;-0.997;-0.094;0.304;12.096;-86.959;-11.738
9.87;-0.981;-0.176;0.291;23.445;-84.375;-12.942
9.88;-0.987;-0.189;0.317;36.806;-82.127;-13.087
9.89;-1.002;-0.103;0.295;43.514;-82.752;-13.255
9.9;-1.012;-0.021;0.306;41.433;-83.255;-13.712
9.91;-1.04;0.004;0.287;39.39;-84.146;-12.881
9.92;-1.048;0.061;0.348;34.421;-81.372;-10.625
9.93;-1.058;0.156;0.413;26.372;-76.707;-8.72
9.94;-1.061;0.232;0.457;10.762;-72.851;-8.575
9.95;-1.073;0.204;0.488;0.061;-70.899;-9.017
9.96;-1.079;0.09;0.458;-1.486;-71.593;-9.169
9.97;-1.06;-0.01;0.474;3.78;-70.556;-8.742
9.98;-1.013;0.019;0.48;6.646;-66.715;-9.634
9.99;-0.998;0.085;0.432;6.654;-66.357;-12.355
10;-1.017;0.094;0.362;4.116;-70.976;-13.498
10.01;-1.025;-0.003;0.427;4.085;-72.919;-10.396
10.02;-1.013;-0.021;0.534;4.367;-67.043;-7.729
10.03;-1.026;0.023;0.499;-0.747;-63.963;-7.805
10.04;-1.015;-0.006;0.511;-5.633;-64.322;-8.155
10.05;-0.95;-0.052;0.595;-6.959;-62.035;-8.979
10.06;-0.889;-0.088;0.651;-6.471;-57.05;-10.282
10.07;-0.855;-0.088;0.651;-4.383;-52.98;-12.21
10.08;-0.844;-0.056;0.589;-1.113;-53.727;-14.146
10.09;-0.846;-0.07;0.579;4.573;-55.877;-14.482
10.1;-0.842;-0.038;0.606;9.909;-55.03;-13.986
10.11;-0.864;0.043;0.633;9.047;-53.445;-12.95
10.12;-0.869;0.071;0.685;5.739;-49.451;-10.686
10.13;-0.868;0.088;0.685;0.473;-46.044;-9.527
10.14;-0.885;0.008;0.672;0.389;-45.137;-8.491
10.15;-0.863;-0.031;0.691;2.355;-42.066;-7.942
10.16;-0.835;-0.013;0.69;0.549;-38.735;-8.072
10.17;-0.831;-0.032;0.671;-0.267;-36.822;-8.27
10.18;-0.827;-0.05;0.654;2.203;-37.256;-8.895
10.19;-0.824;-0.089;0.711;5.633;-35.747;-9.078
10.2;-0.832;-0.097;0.736;9.329;-31.616;-9.131
10.21;-0.851;-0.047;0.728;10.191;-28.186;-9.497
10.22;-0.859;-0.015;0.736;9.047;-24.802;-8.864
10.23;-0.854;0.014;0.731;5.816;-21.684;-7.477
10.24;-0.844;0.027;0.73;1.883;-19.459;-6.448
10.25;-0.821;0.019;0.723;0.534;-17.782;-6.227
10.26;-0.806;-0.013;0.707;-0.564;-16.814;-5.976
10.27;-0.782;-0.055;0.738;0.762;-14.413;-5.335
10.28;-0.773;-0.053;0.762;3.293;-11.044;-4.977
10.29;-0.786;-0.031;0.781;4.375;-7.309;-4.947
10.3;-0.808;-0.035;0.782;5.305;-4.482;-4.497
10.31;-0.816;-0.042;0.786;6.364;-1.395;-3.415
10.32;-0.821;-0.021;0.77;6.494;1.235;-2.439
10.33;-0.821;-0.004;0.761;6.357;3.369;-1.601
10.34;-0.816;-0.01;0.772;7.721;7.058;-0.511
10.35;-0.845;0.011;0.761;7.393;9.87;0.076
10.36;-0.867;-0.007;0.762;7.294;12.279;1.174
10.37;-0.891;-0.012;0.759;8.064;14.611;2.393
10.38;-0.895;0.008;0.738;7.302;16.623;2.851
10.39;-0.86;0.011;0.735;4.459;19.154;2.713
10.4;-0.827;-0.017;0.742;4.421;22.5;2.569
10.41;-0.849;-0.036;0.725;5.16;24.764;3.018
10.42;-0.89;-0.06;0.729;6.082;26.189;3.521
10.43;-0.906;-0.066;0.738;7.431;28.941;3.415
10.44;-0.919;-0.05;0.717;7.37;31.402;3.178
10.45;-0.927;-0.064;0.69;8.338;32.698;3.285
10.46;-0.908;-0.079;0.682;10.404;34.863;3.651
10.47;-0.892;-0.059;0.679;11.494;36.966;3.62
10.48;-0.89;-0.044;0.683;12.226;38.849;3.651
10.49;-0.883;-0.022;0.681;11.723;41.509;3.651
10.5;-0.881;0.004;0.664;11.402;43.75;3.521
10.51;-0.889;0.016;0.645;11.448;45.305;3.742
10.52;-0.887;0.027;0.645;12.165;46.814;4.123
10.53;-0.892;0.025;0.648;13.095;49.146;4.771
10.54;-0.89;0.023;0.637;13.316;52.066;5.457
10.55;-0.895;0.022;0.616;12.843;53.864;5.701
10.56;-0.9;0.014;0.601;12.508;55.434;5.724
10.57;-0.897;0.017;0.597;11.913;57.652;5.838
10.58;-0.904;0.027;0.587;11.646;59.23;5.572
10.59;-0.909;0.028;0.579;11.822;60.412;5.183
10.6;-0.911;0.024;0.565;12.927;61.867;5.427
10.61;-0.903;0.055;0.563;12.035;64.07;6.227
10.62;-0.909;0.077;0.555;10.61;65.595;6.883
10.63;-0.917;0.079;0.536;9.329;66.38;7.157
10.64;-0.912;0.09;0.529;7.889;67.736;7.37
10.65;-0.914;0.102;0.516;4.909;69.299;7.386
10.66;-0.938;0.075;0.5;2.332;69.588;7.058
10.67;-0.956;0.028;0.497;3.201;69.893;6.265
10.68;-0.962;0.017;0.462;5.373;69.718;5.099
10.69;-0.966;0.022;0.432;6.845;68.171;4.558
10.7;-0.955;0.032;0.435;7.294;67.401;4.672
10.71;-0.941;0.061;0.439;5.945;68.735;4.794
10.72;-0.958;0.086;0.421;2.523;70.099;4.672
10.73;-0.991;0.096;0.4;-2.881;70.869;4.627
10.74;-1.013;0.086;0.375;-6.89;71.334;4.909
10.75;-1.02;0.075;0.346;-8.788;70.404;5.572
10.76;-1.008;0.089;0.339;-12.599;70.922;5.762
10.77;-0.991;0.083;0.341;-15.076;73.354;5.297
10.78;-0.998;0.069;0.315;-15.518;74.215;4.931
10.79;-0.999;0.062;0.303;-15.8;73.155;4.146
10.8;-0.991;0.058;0.333;-15.808;72.919;3.239
10.81;-0.984;0.047;0.31;-15.922;72.79;3.468
10.82;-0.985;0.053;0.301;-15.869;72.096;4.085
10.83;-0.987;0.08;0.314;-15.32;72.37;4.466
10.84;-0.991;0.109;0.304;-16.875;73.59;4.657
10.85;-1.002;0.113;0.244;-18.651;72.546;5.152
10.86;-1.008;0.115;0.204;-21.326;70.107;6.037
10.87;-0.988;0.098;0.198;-22.82;68.735;5.976
10.88;-0.973;0.075;0.213;-24.306;69.52;5.892
10.89;-0.971;0.055;0.204;-26.067;69.101;6.898
10.9;-0.969;0.027;0.231;-25.732;66.875;7.05
10.91;-0.946;0.006;0.282;-25.671;66.166;6.745
10.92;-0.954;0.009;0.281;-28.681;65.541;6.448
10.93;-0.979;0.009;0.277;-31.12;62.218;6.212
10.94;-0.998;0.019;0.285;-30.282;59.383;6.357
10.95;-1.001;0.049;0.21;-28.918;58.491;7.691
10.96;-1.023;0.049;0.137;-29.276;54.695;8.765
10.97;-1.018;0.015;0.163;-28.887;52.111;8.674
10.98;-0.995;-0.01;0.191;-26.928;50.953;8.963
10.99;-0.971;-0.024;0.177;-26.532;49.825;11.547
11;-0.947;-0.05;0.216;-23.971;47.729;11.555
11.01;-0.942;-0.071;0.284;-19.306;45.274;8.43
11.02;-0.944;-0.062;0.308;-14.345;46.951;7.355
11.03;-0.969;-0.051;0.257;-9.718;49.863;8.742
11.04;-1.042;-0.038;0.232;-6.387;46.921;8.849
11.05;-1.027;-0.043;0.226;-2.599;49.97;10.701
11.06;-0.977;-0.071;0.172;6.791;53.681;12.363
11.07;-0.993;-0.092;0.157;16.364;51.502;11.235
11.08;-0.986;-0.103;0.158;22.797;50.64;11.128
11.09;-1.016;-0.073;0.155;22.881;46.372;10.45
11.1;-1.038;-0.048;0.177;18.941;45.549;10.145
11.11;-1.01;-0.051;0.139;19.268;49.367;10.541
11.12;-1.056;-0.034;0.121;18.514;49.284;9.512
11.13;-1.041;-0.021;0.094;19.992;51.075;8.628
11.14;-1.041;-0.007;0.076;19.832;48.765;7.614
11.15;-1.083;0.01;0.123;13.88;43.034;6.159
11.16;-1.058;0.001;0.151;9.596;42.691;5.221
11.17;-1.052;0;0.138;6.761;41.608;4.192
11.18;-1.083;0.01;0.17;0.122;38.087;3.262
11.19;-1.083;-0.009;0.178;-6.768;38.262;3.803
11.2;-1.068;-0.048;0.13;-9.223;40.838;5.724
11.21;-1.075;-0.054;0.061;-9.169;39.405;6.509
11.22;-1.1;-0.031;0.053;-7.553;33.262;5.587
11.23;-1.105;-0.003;0.077;-3.803;27.805;4.367
11.24;-1.088;0.014;0.086;-0.038;26.38;4.253
11.25;-1.061;0.02;0.044;2.835;27.851;4.794
11.26;-1.054;0.033;0.001;4.97;27.904;4.314
11.27;-1.074;0.056;-0.005;3.369;24.535;2.797
11.28;-1.088;0.059;0.013;-0.244;21.372;1.936
11.29;-1.088;0.041;0.022;-1.646;20.945;2.18
11.3;-1.076;-0.003;-0.008;0.838;24.39;3.46
11.31;-1.077;-0.038;-0.077;4.886;24.345;4.322
11.32;-1.091;-0.039;-0.086;7.904;19.71;3.468
11.33;-1.102;-0.051;-0.034;12.553;15.206;2.965
11.34;-1.093;-0.054;0.01;18.049;13.727;2.995
11.35;-1.09;-0.028;0.026;21.204;12.088;2.462
11.36;-1.092;0.002;0.036;22.165;10.122;1.974
11.37;-1.081;0.034;0.025;23.178;9.322;2.256
11.38;-1.067;0.065;0.011;23.689;9.055;2.79
11.39;-1.065;0.093;0.004;21.463;9.032;3.186
11.4;-1.074;0.103;-0.018;18.697;8.819;3.468
11.41;-1.067;0.11;-0.062;16.524;7.851;3.133
11.42;-1.052;0.111;-0.08;14.223;7.462;2.393
11.43;-1.042;0.099;-0.099;12.058;7.134;1.502
11.44;-1.051;0.085;-0.125;10.274;6.959;0.991
11.45;-1.066;0.076;-0.141;8.27;6.143;1.006
11.46;-1.077;0.069;-0.132;7.027;5.434;1.265
11.47;-1.065;0.064;-0.135;7.736;5.488;1.235
11.48;-1.049;0.067;-0.139;8.392;5.442;1.181
11.49;-1.036;0.081;-0.142;8.216;5.076;0.61
11.5;-1.049;0.088;-0.15;7.066;4.261;-0.084
11.51;-1.068;0.083;-0.164;5.229;3.407;0.206
11.52;-1.06;0.085;-0.151;4.078;3.338;0.686
11.53;-1.04;0.091;-0.146;3.407;4.146;0.861
11.54;-1.043;0.089;-0.146;1.448;4.657;0.877
11.55;-1.058;0.077;-0.15;-0.45;4.771;0.77
11.56;-1.057;0.069;-0.144;-2.02;5.282;0.976
11.57;-1.058;0.065;-0.125;-3.277;5.655;1.044
11.58;-1.054;0.07;-0.122;-4.207;5.938;0.938
11.59;-1.047;0.072;-0.129;-4.459;6.197;0.61
11.6;-1.045;0.074;-0.125;-5.381;5.655;0.213
11.61;-1.057;0.082;-0.105;-7.645;5.244;-0.137
11.62;-1.064;0.081;-0.087;-9.863;4.855;-0.175
11.63;-1.069;0.065;-0.066;-10.45;4.261;-0.221
11.64;-1.067;0.044;-0.05;-9.291;3.361;-0.244
11.65;-1.068;0.03;-0.033;-6.989;2.744;0.091
11.66;-1.07;0.015;-0.036;-4.284;2.188;0.335
11.67;-1.071;0.013;-0.036;-1.143;1.486;0.595
11.68;-1.065;0.021;-0.046;1.456;1.227;0.808
11.69;-1.062;0.036;-0.056;3.239;1.189;0.877
11.7;-1.052;0.053;-0.08;4.428;1.623;1.014
11.71;-1.045;0.068;-0.109;5.114;2.027;0.518
11.72;-1.051;0.071;-0.123;5.023;2.142;0.16
11.73;-1.052;0.067;-0.131;5.03;1.982;0.16
11.74;-1.05;0.07;-0.13;5.091;1.745;0.099
11.75;-1.046;0.068;-0.125;5.023;1.989;-0.221
11.76;-1.052;0.058;-0.132;5.922;1.654;-0.602
11.77;-1.063;0.05;-0.128;6.845;0.915;-0.655
11.78;-1.068;0.051;-0.118;6.151;0.518;-0.183
11.79;-1.066;0.062;-0.119;4.139;-0.084;0.404
11.8;-1.055;0.08;-0.121;2.066;-0.328;0.45
11.81;-1.044;0.095;-0.12;-0.564;-0.45;0.32
11.82;-1.045;0.104;-0.118;-3.857;-0.168;-0.13
11.83;-1.056;0.099;-0.115;-6.761;0.084;-0.404
11.84;-1.063;0.082;-0.118;-8.316;0.274;-0.312
11.85;-1.06;0.06;-0.116;-9.032;0.716;0.038
11.86;-1.057;0.049;-0.114;-8.956;0.785;0.282
11.87;-1.058;0.043;-0.117;-7.782;0.534;0.175
11.88;-1.057;0.035;-0.124;-6.28;-0.008;-0.015
11.89;-1.058;0.019;-0.12;-3.819;-0.579;-0.046
11.9;-1.057;0.013;-0.103;0.564;-0.976;0.183
11.91;-1.058;0.017;-0.102;5.084;-0.8;0.358
11.92;-1.061;0.034;-0.113;7.736;-0.892;0.579
11.93;-1.059;0.056;-0.112;8.209;-1.387;0.503
11.94;-1.055;0.072;-0.103;7.248;-1.311;0.32
11.95;-1.051;0.08;-0.102;6.113;-0.968;0.221
11.96;-1.049;0.079;-0.107;4.886;-0.816;-0.008
11.97;-1.051;0.083;-0.104;3.049;-0.808;-0.274
11.98;-1.056;0.083;-0.103;1.22;-0.899;-0.442
11.99;-1.055;0.081;-0.094;-0.404;-0.709;-0.534
12;-1.053;0.074;-0.09;-1.395;-0.13;-0.419
12.01;-1.052;0.068;-0.089;-1.723;0.396;-0.457
12.02;-1.056;0.062;-0.095;-1.562;0.48;-0.625
12.03;-1.058;0.056;-0.102;-1.12;0.518;-0.427
12.04;-1.06;0.055;-0.106;-0.877;0.434;-0.16
12.05;-1.056;0.062;-0.107;-1.197;0.373;-0.008
12.06;-1.052;0.062;-0.11;-1.357;0.534;0.099
12.07;-1.047;0.061;-0.114;-1.067;0.854;-0.03
12.08;-1.054;0.054;-0.116;-0.48;0.892;-0.305
12.09;-1.057;0.054;-0.111;-0.32;0.877;-0.518
12.1;-1.057;0.053;-0.106;-0.419;0.655;-0.259
12.11;-1.059;0.059;-0.105;-1.105;0.419;-0.069
12.12;-1.059;0.064;-0.103;-2.165;0.274;0
12.13;-1.057;0.065;-0.096;-2.576;0.252;0.008
12.14;-1.057;0.061;-0.09;-2.378;0.046;-0.145
12.15;-1.06;0.059;-0.082;-2.027;-0.236;-0.282
12.16;-1.061;0.055;-0.079;-1.623;-0.023;-0.122
12.17;-1.06;0.046;-0.082;-1.037;0.046;0.556
12.18;-1.062;0.046;-0.08;-0.587;-0.328;1.662
12.19;-1.061;0.059;-0.074;-1.189;-0.252;2.515
12.2;-1.051;0.074;-0.074;-2.332;0.556;2.309
12.21;-1.05;0.074;-0.08;-3.354;1.12;1.524
12.22;-1.058;0.064;-0.088;-3.979;0.976;0.945
12.23;-1.062;0.054;-0.107;-3.346;0.396;0.716
12.24;-1.06;0.045;-0.11;-2.355;0.076;0.732
12.25;-1.052;0.044;-0.103;-0.953;0.16;0.579
12.26;-1.053;0.05;-0.105;0.175;0.312;0.953
12.27;-1.058;0.059;-0.112;0.534;0.328;1.631
12.28;-1.054;0.075;-0.111;-0.198;0.351;1.494
12.29;-1.051;0.077;-0.112;-0.998;0.343;1.166
12.3;-1.053;0.073;-0.108;-1.448;0.274;0.998
12.31;-1.063;0.061;-0.115;-1.921;-0.076;0.991
12.32;-1.064;0.051;-0.107;-1.517;-0.473;0.907
12.33;-1.062;0.051;-0.097;-0.328;-0.32;0.709
12.34;-1.055;0.051;-0.097;0.617;-0.084;0.686
12.35;-1.052;0.053;-0.105;1.364;0.183;0.655
12.36;-1.051;0.059;-0.115;2.027;0.206;0.648
12.37;-1.052;0.069;-0.116;1.89;0.434;0.45
12.38;-1.054;0.079;-0.118;1.067;0.671;0.457
12.39;-1.051;0.081;-0.125;0.076;0.976;0.396
12.4;-1.048;0.076;-0.134;-1.021;1.174;0.252
12.41;-1.051;0.07;-0.134;-1.616;1.021;0.061
12.42;-1.051;0.06;-0.131;-1.311;0.831;0.084
12.43;-1.05;0.053;-0.117;-0.495;0.678;0.213
12.44;-1.049;0.058;-0.103;0.229;0.709;0.168
12.45;-1.054;0.066;-0.088;0.137;0.678;0.076
12.46;-1.062;0.061;-0.084;-0.457;0.716;0.221
12.47;-1.063;0.048;-0.088;0.366;0.716;0.541
12.48;-1.06;0.054;-0.089;1.41;0.335;0.343
12.49;-1.057;0.062;-0.096;1.532;0.282;0.236
12.5;-1.053;0.068;-0.102;1.806;0.244;0.29
12.51;-1.055;0.074;-0.104;1.037;-0.312;0.137
12.52;-1.061;0.083;-0.097;-1.006;-0.953;-0.061
12.53;-1.067;0.083;-0.085;-3.224;-1.662;-0.046
12.54;-1.071;0.071;-0.079;-4.825;-2.416;-0.008
12.55;-1.072;0.063;-0.069;-5.747;-3.506;-0.175
12.56;-1.07;0.059;-0.063;-5.617;-4.756;-0.404
12.57;-1.07;0.055;-0.054;-5.587;-6.235;-0.663
12.58;-1.076;0.057;-0.055;-5.541;-8.636;-1.098
12.59;-1.086;0.057;-0.058;-5.976;-11.601;-1.593
12.6;-1.092;0.053;-0.044;-6.258;-14.367;-1.867
12.61;-1.092;0.042;-0.032;-6.936;-16.921;-1.966
12.62;-1.087;0.037;-0.014;-7.82;-18.453;-1.959
12.63;-1.079;0.03;-0.008;-7.005;-19.223;-1.761
12.64;-1.077;0.031;-0.009;-5.457;-20.114;-1.532
12.65;-1.072;0.033;-0.014;-4.939;-20.96;-1.738
12.66;-1.076;0.03;-0.024;-5.899;-22.233;-2.515
12.67;-1.086;0.025;-0.033;-9.299;-24.421;-2.79
12.68;-1.087;0.022;-0.039;-13.552;-26.311;-2.652
12.69;-1.074;0.028;-0.015;-15.633;-27.546;-2.668
12.7;-1.067;0.039;0.004;-14.939;-28.963;-3.285
12.71;-1.068;0.057;0.02;-14.314;-30.983;-4.604
12.72;-1.064;0.072;0.044;-15.145;-33.628;-6.402
12.73;-1.077;0.089;0.081;-19.451;-38.438;-8.918
12.74;-1.086;0.085;0.125;-28.758;-44.002;-11.593
12.75;-1.104;0.051;0.174;-41.242;-50.793;-13.201
12.76;-1.104;-0.016;0.192;-54.444;-55.625;-13.003
12.77;-1.072;-0.083;0.215;-67.309;-56.799;-11.319
12.78;-1.005;-0.146;0.231;-69.093;-53.788;-6.761
12.79;-0.952;-0.148;0.19;-58.605;-48.742;-2.881
12.8;-0.956;-0.109;0.13;-43.186;-46.662;-1.623
12.81;-0.979;-0.012;0.067;-34.954;-47.637;-4.024
12.82;-0.994;0.042;-0.003;-32.95;-46.723;-6.997
12.83;-1.002;0.091;-0.043;-20.373;-46.288;-8.346
12.84;-1.036;0.159;-0.098;-6.463;-49.527;-11.456
12.85;-1.072;0.162;-0.158;-3.369;-57.287;-12.492
12.86;-1.047;0.148;-0.047;-11.677;-63.018;-13.239
12.87;-0.964;0.097;0.067;-15.663;-62.447;-13.133
12.88;-0.946;0.08;0.166;-18.064;-61.654;-12.287
12.89;-0.938;0.088;0.218;-14.566;-55.945;-12.561
12.9;-0.985;0.102;0.193;-6.89;-56.662;-14.733
12.91;-1.025;0.042;0.186;-6.09;-59.825;-16.509
12.92;-1.01;-0.03;0.194;-6.867;-60.206;-16.509
12.93;-1.003;-0.046;0.191;4.451;-62.82;-17.805
12.94;-1.025;-0.024;0.101;25.541;-69.825;-17.812
12.95;-1.019;0.044;0.032;22.485;-75.45;-17.134
12.96;-1.012;0.003;0.141;14.87;-77.744;-14.322
12.97;-1.004;-0.043;0.207;17.759;-75.983;-10.434
12.98;-0.987;-0.034;0.158;23.979;-74.215;-7.645
12.99;-1.032;0.046;0.128;14.688;-80.64;-6.631
13;-1.029;0.063;0.191;-1.059;-82.79;-7.416
13.01;-1.021;0.083;0.24;-23.514;-81.585;-11.89
13.02;-1.028;0.042;0.188;-26.875;-86.265;-19.116
13.03;-0.993;-0.033;0.201;-8.811;-92.523;-21.25
13.04;-0.931;-0.109;0.255;6.585;-90.93;-19.268
13.05;-0.919;-0.159;0.295;26.136;-87.188;-14.466
13.06;-1.005;-0.159;0.264;26.89;-85.29;-7.66
13.07;-1.073;-0.215;0.259;30.595;-85.312;-4.939
13.08;-1.091;-0.228;0.289;40.846;-84.962;-6.738
13.09;-1.047;-0.156;0.281;44.306;-84.002;-10.343
13.1;-1.006;-0.109;0.273;40.267;-83.537;-13.224
13.11;-1.001;-0.099;0.288;36.936;-85.473;-16.593
13.12;-0.97;-0.09;0.369;39.954;-83.354;-20.671
13.13;-0.97;-0.035;0.355;43.88;-81.265;-22.576
13.14;-1.035;0.031;0.305;42.805;-84.139;-22.652
13.15;-1.092;0.074;0.247;37.348;-89.276;-19.566
13.16;-1.076;0.094;0.334;29.405;-89.566;-15.03
13.17;-1.039;0.146;0.406;20.48;-86.082;-12.325
13.18;-1.013;0.183;0.464;7.866;-83.14;-11.723
13.19;-1.012;0.137;0.499;-0.678;-82.058;-12.492
13.2;-1.019;0.025;0.503;-1.707;-81.524;-14.245
13.21;-1.004;-0.057;0.5;2.904;-79.07;-16.86
13.22;-0.992;-0.047;0.447;7.812;-80.305;-19.398
13.23;-0.983;-0.045;0.419;12.797;-83.407;-20.389
13.24;-0.958;-0.018;0.418;18.11;-84.245;-19.367
13.25;-0.944;0.019;0.473;18.422;-82.614;-15.312
13.26;-0.923;0.075;0.597;15.03;-75.191;-10.945
13.27;-0.956;0.158;0.611;5.198;-70.351;-8.811
13.28;-1.001;0.124;0.613;-2.576;-69.695;-8.018
13.29;-0.995;0.042;0.601;-4.375;-70.831;-8.537
13.3;-0.932;-0.013;0.622;-2.973;-71.684;-9.878
13.31;-0.849;-0.001;0.652;-0.61;-69.337;-11.418
13.32;-0.822;0.046;0.626;-1.303;-68.224;-12.988
13.33;-0.805;0.046;0.638;-1.989;-65.465;-12.5
13.34;-0.812;0.033;0.631;-3.872;-64.87;-10.518
13.35;-0.815;-0.034;0.719;-2.774;-60.556;-8.049
13.36;-0.833;-0.014;0.742;0.259;-54.474;-7.287
13.37;-0.896;0.018;0.705;0.175;-52.264;-6.753
13.38;-0.92;0.011;0.696;-2.363;-50.595;-5.442
13.39;-0.909;-0.026;0.677;-4.527;-51.082;-5.145
13.4;-0.846;-0.079;0.689;-4.07;-51.402;-6.128
13.41;-0.771;-0.091;0.71;-2.37;-50.45;-7.805
13.42;-0.729;-0.103;0.701;-1.463;-51.273;-9.939
