epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1681555605726,2023-04-15T12.46.45.726,0.000,24.695,50.252,9.169
1681555605736,2023-04-15T12.46.45.736,0.010,24.459,51.098,9.047
1681555605746,2023-04-15T12.46.45.746,0.020,21.364,55.137,7.957
1681555605756,2023-04-15T12.46.45.756,0.030,16.303,53.910,2.447
1681555605766,2023-04-15T12.46.45.766,0.040,13.125,46.311,-0.808
1681555605776,2023-04-15T12.46.45.776,0.050,8.590,38.392,-2.005
1681555605786,2023-04-15T12.46.45.786,0.060,-0.694,31.486,-6.044
1681555605796,2023-04-15T12.46.45.796,0.070,-9.748,25.282,-9.085
1681555605806,2023-04-15T12.46.45.806,0.080,-16.631,19.893,-8.948
1681555605816,2023-04-15T12.46.45.816,0.090,-21.113,14.024,-8.346
1681555605826,2023-04-15T12.46.45.826,0.100,-19.070,7.759,-8.582
1681555605836,2023-04-15T12.46.45.836,0.110,-11.349,2.386,-8.750
1681555605846,2023-04-15T12.46.45.846,0.120,-4.436,-2.165,-8.133
1681555605856,2023-04-15T12.46.45.856,0.130,2.424,-4.672,-7.744
1681555605866,2023-04-15T12.46.45.866,0.140,12.416,-9.261,-7.325
1681555605876,2023-04-15T12.46.45.876,0.150,26.578,-12.203,-7.104
1681555605886,2023-04-15T12.46.45.886,0.160,43.956,-13.537,-7.630
1681555605896,2023-04-15T12.46.45.896,0.170,61.730,-14.535,-7.896
1681555605906,2023-04-15T12.46.45.906,0.180,74.009,-16.837,-7.492
1681555605916,2023-04-15T12.46.45.916,0.190,76.860,-19.970,-7.241
1681555605926,2023-04-15T12.46.45.926,0.200,76.982,-20.915,-6.082
1681555605936,2023-04-15T12.46.45.936,0.210,74.123,-21.311,-7.309
1681555605946,2023-04-15T12.46.45.946,0.220,71.075,-21.181,-9.200
1681555605956,2023-04-15T12.46.45.956,0.230,69.733,-24.497,-9.939
1681555605966,2023-04-15T12.46.45.966,0.240,67.569,-25.732,-9.695
1681555605976,2023-04-15T12.46.45.976,0.250,66.380,-25.373,-8.826
1681555605986,2023-04-15T12.46.45.986,0.260,70.343,-28.590,-8.971
1681555605996,2023-04-15T12.46.45.996,0.270,70.343,-36.829,-7.637
1681555606006,2023-04-15T12.46.46.006,0.280,62.363,-46.570,-5.160
1681555606016,2023-04-15T12.46.46.016,0.290,49.680,-59.040,-5.907
1681555606026,2023-04-15T12.46.46.026,0.300,36.921,-72.264,-7.683
1681555606036,2023-04-15T12.46.46.036,0.310,24.002,-83.628,-8.125
1681555606046,2023-04-15T12.46.46.046,0.320,8.369,-91.715,-7.355
1681555606056,2023-04-15T12.46.46.056,0.330,-8.994,-96.852,-6.890
1681555606066,2023-04-15T12.46.46.066,0.340,-23.049,-99.970,-6.547
1681555606076,2023-04-15T12.46.46.076,0.350,-31.372,-102.096,-5.915
1681555606086,2023-04-15T12.46.46.086,0.360,-35.366,-104.840,-5.655
1681555606096,2023-04-15T12.46.46.096,0.370,-41.159,-106.181,-6.524
1681555606106,2023-04-15T12.46.46.106,0.380,-49.085,-107.660,-8.605
1681555606116,2023-04-15T12.46.46.116,0.390,-53.308,-110.556,-11.273
1681555606126,2023-04-15T12.46.46.126,0.400,-57.393,-114.886,-13.407
1681555606136,2023-04-15T12.46.46.136,0.410,-61.997,-119.009,-13.872
1681555606146,2023-04-15T12.46.46.146,0.420,-67.043,-121.692,-14.261
1681555606156,2023-04-15T12.46.46.156,0.430,-69.970,-125.495,-15.633
1681555606166,2023-04-15T12.46.46.166,0.440,-67.309,-130.358,-16.989
1681555606176,2023-04-15T12.46.46.176,0.450,-60.305,-134.703,-17.812
1681555606186,2023-04-15T12.46.46.186,0.460,-55.480,-137.950,-18.659
1681555606196,2023-04-15T12.46.46.196,0.470,-54.672,-138.674,-19.581
1681555606206,2023-04-15T12.46.46.206,0.480,-54.771,-137.645,-20.755
1681555606216,2023-04-15T12.46.46.216,0.490,-52.828,-136.067,-22.462
1681555606226,2023-04-15T12.46.46.226,0.500,-49.870,-134.345,-24.108
1681555606236,2023-04-15T12.46.46.236,0.510,-48.468,-132.553,-25.114
1681555606246,2023-04-15T12.46.46.246,0.520,-47.927,-130.633,-26.075
1681555606256,2023-04-15T12.46.46.256,0.530,-46.341,-128.133,-27.332
1681555606266,2023-04-15T12.46.46.266,0.540,-43.422,-125.328,-28.956
1681555606276,2023-04-15T12.46.46.276,0.550,-39.535,-122.790,-30.069
1681555606286,2023-04-15T12.46.46.286,0.560,-34.680,-120.488,-30.998
1681555606296,2023-04-15T12.46.46.296,0.570,-28.323,-118.643,-31.006
1681555606306,2023-04-15T12.46.46.306,0.580,-26.113,-117.447,-29.047
1681555606316,2023-04-15T12.46.46.316,0.590,-31.014,-113.643,-26.997
1681555606326,2023-04-15T12.46.46.326,0.600,-36.502,-108.620,-25.488
1681555606336,2023-04-15T12.46.46.336,0.610,-41.905,-105.861,-23.941
1681555606346,2023-04-15T12.46.46.346,0.620,-45.846,-101.570,-22.317
1681555606356,2023-04-15T12.46.46.356,0.630,-47.774,-99.840,-21.562
1681555606366,2023-04-15T12.46.46.366,0.640,-53.018,-97.637,-21.593
1681555606376,2023-04-15T12.46.46.376,0.650,-55.785,-92.591,-22.904
1681555606386,2023-04-15T12.46.46.386,0.660,-55.099,-89.870,-25.823
1681555606396,2023-04-15T12.46.46.396,0.670,-50.320,-84.299,-28.567
1681555606406,2023-04-15T12.46.46.406,0.680,-38.308,-66.143,-27.058
1681555606416,2023-04-15T12.46.46.416,0.690,-24.367,-39.909,-20.320
1681555606426,2023-04-15T12.46.46.426,0.700,-17.477,-15.434,-10.099
1681555606436,2023-04-15T12.46.46.436,0.710,-12.226,4.878,0.655
1681555606446,2023-04-15T12.46.46.446,0.720,-1.776,17.439,10.755
1681555606456,2023-04-15T12.46.46.456,0.730,11.029,22.248,20.572
1681555606466,2023-04-15T12.46.46.466,0.740,17.454,27.492,30.724
1681555606476,2023-04-15T12.46.46.476,0.750,15.488,44.665,40.473
1681555606486,2023-04-15T12.46.46.486,0.760,0.907,68.552,45.579
1681555606496,2023-04-15T12.46.46.496,0.770,-34.809,74.284,41.951
1681555606506,2023-04-15T12.46.46.506,0.780,-97.942,51.052,33.910
1681555606516,2023-04-15T12.46.46.516,0.790,-144.276,15.755,29.817
1681555606526,2023-04-15T12.46.46.526,0.800,-158.148,3.529,32.759
1681555606536,2023-04-15T12.46.46.536,0.810,-124.634,30.709,37.805
1681555606546,2023-04-15T12.46.46.546,0.820,-61.204,53.819,46.151
1681555606556,2023-04-15T12.46.46.556,0.830,-4.009,63.697,53.102
1681555606566,2023-04-15T12.46.46.566,0.840,39.970,60.694,48.758
1681555606576,2023-04-15T12.46.46.576,0.850,67.774,49.200,38.765
1681555606586,2023-04-15T12.46.46.586,0.860,72.805,44.924,36.806
1681555606596,2023-04-15T12.46.46.596,0.870,57.614,46.905,40.061
1681555606606,2023-04-15T12.46.46.606,0.880,44.832,51.684,41.067
1681555606616,2023-04-15T12.46.46.616,0.890,46.837,54.398,39.657
1681555606626,2023-04-15T12.46.46.626,0.900,56.540,54.230,38.003
1681555606636,2023-04-15T12.46.46.636,0.910,65.473,53.239,35.892
1681555606646,2023-04-15T12.46.46.646,0.920,69.306,54.512,32.995
1681555606656,2023-04-15T12.46.46.656,0.930,66.974,61.082,30.282
1681555606666,2023-04-15T12.46.46.666,0.940,59.215,65.800,27.569
1681555606676,2023-04-15T12.46.46.676,0.950,43.681,65.747,25.030
1681555606686,2023-04-15T12.46.46.686,0.960,24.756,65.053,24.284
1681555606696,2023-04-15T12.46.46.696,0.970,13.643,67.248,24.855
1681555606706,2023-04-15T12.46.46.706,0.980,13.011,68.483,25.518
1681555606716,2023-04-15T12.46.46.716,0.990,18.727,69.451,25.229
1681555606726,2023-04-15T12.46.46.726,1.000,26.364,70.046,24.306
1681555606736,2023-04-15T12.46.46.736,1.010,32.104,69.909,23.689
1681555606746,2023-04-15T12.46.46.746,1.020,35.884,70.869,23.559
1681555606756,2023-04-15T12.46.46.756,1.030,36.791,73.224,23.521
1681555606766,2023-04-15T12.46.46.766,1.040,33.003,76.570,23.567
1681555606776,2023-04-15T12.46.46.776,1.050,29.184,81.258,23.003
1681555606786,2023-04-15T12.46.46.786,1.060,30.412,86.799,22.957
1681555606796,2023-04-15T12.46.46.796,1.070,31.258,91.608,24.779
1681555606806,2023-04-15T12.46.46.806,1.080,27.500,93.445,26.197
1681555606816,2023-04-15T12.46.46.816,1.090,23.712,93.338,25.122
1681555606826,2023-04-15T12.46.46.826,1.100,23.209,94.322,22.165
1681555606836,2023-04-15T12.46.46.836,1.110,25.884,97.149,19.131
1681555606846,2023-04-15T12.46.46.846,1.120,29.055,100.259,16.738
1681555606856,2023-04-15T12.46.46.856,1.130,32.309,100.991,15.709
1681555606866,2023-04-15T12.46.46.866,1.140,34.718,100.183,16.273
1681555606876,2023-04-15T12.46.46.876,1.150,33.369,97.973,17.988
1681555606886,2023-04-15T12.46.46.886,1.160,30.716,95.259,19.825
1681555606896,2023-04-15T12.46.46.896,1.170,27.950,93.689,21.006
1681555606906,2023-04-15T12.46.46.906,1.180,26.136,93.140,21.723
1681555606916,2023-04-15T12.46.46.916,1.190,25.709,92.294,22.088
1681555606926,2023-04-15T12.46.46.926,1.200,24.436,89.718,22.050
1681555606936,2023-04-15T12.46.46.936,1.210,21.730,84.238,21.326
1681555606946,2023-04-15T12.46.46.946,1.220,20.084,76.311,20.419
1681555606956,2023-04-15T12.46.46.956,1.230,19.116,70.305,20.556
1681555606966,2023-04-15T12.46.46.966,1.240,18.003,69.329,21.227
1681555606976,2023-04-15T12.46.46.976,1.250,17.370,72.645,21.707
1681555606986,2023-04-15T12.46.46.986,1.260,17.485,76.616,22.683
1681555606996,2023-04-15T12.46.46.996,1.270,20.747,78.201,23.415
1681555607006,2023-04-15T12.46.47.006,1.280,25.793,76.944,23.346
1681555607016,2023-04-15T12.46.47.016,1.290,29.642,72.927,22.431
1681555607026,2023-04-15T12.46.47.026,1.300,31.959,68.460,20.030
1681555607036,2023-04-15T12.46.47.036,1.310,33.483,65.114,17.812
1681555607046,2023-04-15T12.46.47.046,1.320,34.253,63.369,16.761
1681555607056,2023-04-15T12.46.47.056,1.330,35.053,61.044,16.059
1681555607066,2023-04-15T12.46.47.066,1.340,37.043,56.166,14.535
1681555607076,2023-04-15T12.46.47.076,1.350,40.625,48.567,12.287
1681555607086,2023-04-15T12.46.47.086,1.360,46.311,38.666,9.931
1681555607096,2023-04-15T12.46.47.096,1.370,50.084,29.268,8.742
1681555607106,2023-04-15T12.46.47.106,1.380,43.590,25.480,8.392
1681555607116,2023-04-15T12.46.47.116,1.390,35.671,13.384,-0.518
1681555607126,2023-04-15T12.46.47.126,1.400,27.599,-12.111,-16.791
1681555607136,2023-04-15T12.46.47.136,1.410,16.608,-32.005,-32.774
1681555607146,2023-04-15T12.46.47.146,1.420,9.169,-33.765,-45.747
1681555607156,2023-04-15T12.46.47.156,1.430,18.971,-29.787,-47.264
1681555607166,2023-04-15T12.46.47.166,1.440,42.332,-30.686,-40.404
1681555607176,2023-04-15T12.46.47.176,1.450,82.020,-27.104,-33.476
1681555607186,2023-04-15T12.46.47.186,1.460,119.139,-38.407,-28.445
1681555607196,2023-04-15T12.46.47.196,1.470,139.085,-44.718,-21.601
1681555607206,2023-04-15T12.46.47.206,1.480,140.130,-32.851,-15.709
1681555607216,2023-04-15T12.46.47.216,1.490,116.669,-24.390,-11.875
1681555607226,2023-04-15T12.46.47.226,1.500,77.691,-36.098,-10.320
1681555607236,2023-04-15T12.46.47.236,1.510,44.230,-59.253,-9.680
1681555607246,2023-04-15T12.46.47.246,1.520,20.709,-71.166,-13.483
1681555607256,2023-04-15T12.46.47.256,1.530,8.918,-70.838,-24.085
1681555607266,2023-04-15T12.46.47.266,1.540,8.948,-69.992,-30.602
1681555607276,2023-04-15T12.46.47.276,1.550,6.700,-76.052,-29.253
1681555607286,2023-04-15T12.46.47.286,1.560,-3.803,-90.434,-25.320
1681555607296,2023-04-15T12.46.47.296,1.570,-17.843,-97.599,-23.918
1681555607306,2023-04-15T12.46.47.306,1.580,-33.712,-102.912,-22.843
1681555607316,2023-04-15T12.46.47.316,1.590,-46.517,-108.994,-19.238
1681555607326,2023-04-15T12.46.47.326,1.600,-61.997,-112.569,-15.366
1681555607336,2023-04-15T12.46.47.336,1.610,-80.648,-116.052,-13.704
1681555607346,2023-04-15T12.46.47.346,1.620,-96.654,-118.750,-13.872
1681555607356,2023-04-15T12.46.47.356,1.630,-103.659,-122.195,-14.924
1681555607366,2023-04-15T12.46.47.366,1.640,-102.149,-125.915,-16.806
1681555607376,2023-04-15T12.46.47.376,1.650,-96.296,-128.270,-18.742
1681555607386,2023-04-15T12.46.47.386,1.660,-92.302,-130.023,-20.534
1681555607396,2023-04-15T12.46.47.396,1.670,-89.566,-131.806,-23.178
1681555607406,2023-04-15T12.46.47.406,1.680,-89.505,-132.896,-25.915
1681555607416,2023-04-15T12.46.47.416,1.690,-92.309,-132.851,-27.706
1681555607426,2023-04-15T12.46.47.426,1.700,-97.431,-132.233,-28.765
1681555607436,2023-04-15T12.46.47.436,1.710,-99.802,-131.479,-30.076
1681555607446,2023-04-15T12.46.47.446,1.720,-98.468,-130.168,-31.204
1681555607456,2023-04-15T12.46.47.456,1.730,-95.305,-128.247,-31.662
1681555607466,2023-04-15T12.46.47.466,1.740,-91.562,-125.831,-31.669
1681555607476,2023-04-15T12.46.47.476,1.750,-86.639,-122.111,-31.372
1681555607486,2023-04-15T12.46.47.486,1.760,-81.471,-117.096,-30.747
1681555607496,2023-04-15T12.46.47.496,1.770,-77.835,-111.364,-29.878
1681555607506,2023-04-15T12.46.47.506,1.780,-76.037,-104.733,-29.261
1681555607516,2023-04-15T12.46.47.516,1.790,-75.259,-98.620,-29.123
1681555607526,2023-04-15T12.46.47.526,1.800,-74.345,-92.752,-28.758
1681555607536,2023-04-15T12.46.47.536,1.810,-73.841,-87.736,-28.392
1681555607546,2023-04-15T12.46.47.546,1.820,-70.854,-85.267,-27.736
1681555607556,2023-04-15T12.46.47.556,1.830,-64.101,-83.559,-26.273
1681555607566,2023-04-15T12.46.47.566,1.840,-57.233,-80.328,-24.284
1681555607576,2023-04-15T12.46.47.576,1.850,-49.322,-79.588,-21.928
1681555607586,2023-04-15T12.46.47.586,1.860,-38.750,-80.747,-19.329
1681555607596,2023-04-15T12.46.47.596,1.870,-22.607,-83.392,-15.290
1681555607606,2023-04-15T12.46.47.606,1.880,-2.264,-86.829,-9.901
1681555607616,2023-04-15T12.46.47.616,1.890,16.700,-87.134,-3.582
1681555607626,2023-04-15T12.46.47.626,1.900,30.168,-84.855,3.613
1681555607636,2023-04-15T12.46.47.636,1.910,39.649,-82.797,10.114
1681555607646,2023-04-15T12.46.47.646,1.920,45.427,-75.770,14.055
1681555607656,2023-04-15T12.46.47.656,1.930,48.826,-65.770,17.866
1681555607666,2023-04-15T12.46.47.666,1.940,46.890,-47.401,26.387
1681555607676,2023-04-15T12.46.47.676,1.950,39.611,-14.131,35.953
1681555607686,2023-04-15T12.46.47.686,1.960,30.991,18.872,39.413
1681555607696,2023-04-15T12.46.47.696,1.970,32.363,37.881,40.023
1681555607706,2023-04-15T12.46.47.706,1.980,39.748,46.372,43.598
1681555607716,2023-04-15T12.46.47.716,1.990,39.383,57.378,48.895
1681555607726,2023-04-15T12.46.47.726,2.000,32.881,81.456,50.023
1681555607736,2023-04-15T12.46.47.736,2.010,10.808,133.415,38.186
1681555607746,2023-04-15T12.46.47.746,2.020,-28.140,162.447,15.785
1681555607756,2023-04-15T12.46.47.756,2.030,-70.694,101.463,-2.561
1681555607766,2023-04-15T12.46.47.766,2.040,-157.591,10.617,-5.320
1681555607776,2023-04-15T12.46.47.776,2.050,-223.201,-13.178,16.265
1681555607786,2023-04-15T12.46.47.786,2.060,-216.662,29.352,31.395
1681555607796,2023-04-15T12.46.47.796,2.070,-175.595,75.785,31.326
1681555607806,2023-04-15T12.46.47.806,2.080,-124.405,102.409,34.985
1681555607816,2023-04-15T12.46.47.816,2.090,-77.942,107.622,47.523
1681555607826,2023-04-15T12.46.47.826,2.100,-36.837,98.270,57.165
1681555607836,2023-04-15T12.46.47.836,2.110,8.194,80.922,55.579
1681555607846,2023-04-15T12.46.47.846,2.120,53.552,62.828,46.745
1681555607856,2023-04-15T12.46.47.856,2.130,74.512,50.412,41.265
1681555607866,2023-04-15T12.46.47.866,2.140,74.977,45.412,41.037
1681555607876,2023-04-15T12.46.47.876,2.150,72.530,46.974,41.303
1681555607886,2023-04-15T12.46.47.886,2.160,72.386,52.355,40.983
1681555607896,2023-04-15T12.46.47.896,2.170,72.828,65.488,40.755
1681555607906,2023-04-15T12.46.47.906,2.180,65.793,83.872,38.872
1681555607916,2023-04-15T12.46.47.916,2.190,51.364,97.088,36.364
1681555607926,2023-04-15T12.46.47.926,2.200,35.526,99.863,36.593
1681555607936,2023-04-15T12.46.47.936,2.210,21.334,95.747,40.465
1681555607946,2023-04-15T12.46.47.946,2.220,13.788,91.677,43.544
1681555607956,2023-04-15T12.46.47.956,2.230,18.887,89.611,43.445
1681555607966,2023-04-15T12.46.47.966,2.240,33.811,90.678,40.427
1681555607976,2023-04-15T12.46.47.976,2.250,48.399,92.470,35.633
1681555607986,2023-04-15T12.46.47.986,2.260,55.404,92.515,30.762
1681555607996,2023-04-15T12.46.47.996,2.270,49.954,90.274,27.370
1681555608006,2023-04-15T12.46.48.006,2.280,35.023,87.172,25.503
1681555608016,2023-04-15T12.46.48.016,2.290,16.959,84.901,24.169
1681555608026,2023-04-15T12.46.48.026,2.300,0.869,83.277,22.729
1681555608036,2023-04-15T12.46.48.036,2.310,-9.078,81.319,21.479
1681555608046,2023-04-15T12.46.48.046,2.320,-11.029,78.864,20.739
1681555608056,2023-04-15T12.46.48.056,2.330,-6.159,76.334,20.694
1681555608066,2023-04-15T12.46.48.066,2.340,2.248,74.322,21.509
1681555608076,2023-04-15T12.46.48.076,2.350,11.029,72.614,22.820
1681555608086,2023-04-15T12.46.48.086,2.360,18.422,71.197,24.146
1681555608096,2023-04-15T12.46.48.096,2.370,23.765,69.405,25.160
1681555608106,2023-04-15T12.46.48.106,2.380,26.631,66.547,26.639
1681555608116,2023-04-15T12.46.48.116,2.390,27.500,63.765,28.643
1681555608126,2023-04-15T12.46.48.126,2.400,28.476,63.750,29.581
1681555608136,2023-04-15T12.46.48.136,2.410,31.494,66.280,29.543
1681555608146,2023-04-15T12.46.48.146,2.420,34.596,68.255,29.375
1681555608156,2023-04-15T12.46.48.156,2.430,37.675,68.369,28.529
1681555608166,2023-04-15T12.46.48.166,2.440,40.229,65.625,27.462
1681555608176,2023-04-15T12.46.48.176,2.450,37.416,60.541,26.989
1681555608186,2023-04-15T12.46.48.186,2.460,32.569,55.198,26.372
1681555608196,2023-04-15T12.46.48.196,2.470,29.451,52.188,25.221
1681555608206,2023-04-15T12.46.48.206,2.480,27.241,51.151,23.887
1681555608216,2023-04-15T12.46.48.216,2.490,26.067,49.741,23.079
1681555608226,2023-04-15T12.46.48.226,2.500,28.338,47.203,23.902
1681555608236,2023-04-15T12.46.48.236,2.510,32.111,46.662,26.059
1681555608246,2023-04-15T12.46.48.246,2.520,34.535,49.070,28.422
1681555608256,2023-04-15T12.46.48.256,2.530,37.012,53.910,29.848
1681555608266,2023-04-15T12.46.48.266,2.540,39.649,57.691,30.046
1681555608276,2023-04-15T12.46.48.276,2.550,44.931,56.273,29.024
1681555608286,2023-04-15T12.46.48.286,2.560,49.764,52.561,27.698
1681555608296,2023-04-15T12.46.48.296,2.570,50.831,48.765,25.877
1681555608306,2023-04-15T12.46.48.306,2.580,48.918,43.834,22.721
1681555608316,2023-04-15T12.46.48.316,2.590,45.732,37.492,19.558
1681555608326,2023-04-15T12.46.48.326,2.600,45.259,29.832,17.454
1681555608336,2023-04-15T12.46.48.336,2.610,46.684,20.976,16.753
1681555608346,2023-04-15T12.46.48.346,2.620,43.056,11.059,17.553
1681555608356,2023-04-15T12.46.48.356,2.630,37.294,-1.502,15.061
1681555608366,2023-04-15T12.46.48.366,2.640,32.599,-22.050,3.902
1681555608376,2023-04-15T12.46.48.376,2.650,23.384,-50.518,-15.061
1681555608386,2023-04-15T12.46.48.386,2.660,5.343,-62.927,-37.988
1681555608396,2023-04-15T12.46.48.396,2.670,-4.253,-51.540,-46.974
1681555608406,2023-04-15T12.46.48.406,2.680,18.178,-37.721,-35.922
1681555608416,2023-04-15T12.46.48.416,2.690,62.599,-28.041,-29.512
1681555608426,2023-04-15T12.46.48.426,2.700,120.747,-44.093,-29.505
1681555608436,2023-04-15T12.46.48.436,2.710,166.242,-59.268,-22.797
1681555608446,2023-04-15T12.46.48.446,2.720,199.619,-50.861,-14.215
1681555608456,2023-04-15T12.46.48.456,2.730,204.680,-30.709,-6.684
1681555608466,2023-04-15T12.46.48.466,2.740,177.050,-32.744,1.250
1681555608476,2023-04-15T12.46.48.476,2.750,129.642,-53.117,5.351
1681555608486,2023-04-15T12.46.48.486,2.760,77.995,-70.892,1.189
1681555608496,2023-04-15T12.46.48.496,2.770,38.537,-80.655,-5.633
1681555608506,2023-04-15T12.46.48.506,2.780,14.573,-84.992,-11.029
1681555608516,2023-04-15T12.46.48.516,2.790,-1.288,-89.741,-14.893
1681555608526,2023-04-15T12.46.48.526,2.800,-15.259,-92.325,-16.547
1681555608536,2023-04-15T12.46.48.536,2.810,-29.238,-94.223,-15.915
1681555608546,2023-04-15T12.46.48.546,2.820,-39.985,-100.320,-15.785
1681555608556,2023-04-15T12.46.48.556,2.830,-43.034,-108.247,-16.448
1681555608566,2023-04-15T12.46.48.566,2.840,-47.294,-117.325,-15.625
1681555608576,2023-04-15T12.46.48.576,2.850,-56.334,-124.779,-13.811
1681555608586,2023-04-15T12.46.48.586,2.860,-65.518,-127.523,-12.553
1681555608596,2023-04-15T12.46.48.596,2.870,-79.017,-129.253,-14.520
1681555608606,2023-04-15T12.46.48.606,2.880,-90.404,-132.134,-18.659
1681555608616,2023-04-15T12.46.48.616,2.890,-90.587,-134.939,-21.418
1681555608626,2023-04-15T12.46.48.626,2.900,-82.622,-136.585,-22.523
