epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1681555312016,2023-04-15T12.41.52.016,21.990,-1.045,0.051,-0.048
1681555312026,2023-04-15T12.41.52.026,22.000,-1.050,0.050,-0.059
1681555312036,2023-04-15T12.41.52.036,22.010,-1.063,0.050,-0.064
1681555312046,2023-04-15T12.41.52.046,22.020,-1.066,0.049,-0.071
1681555312056,2023-04-15T12.41.52.056,22.030,-1.072,0.051,-0.072
1681555312066,2023-04-15T12.41.52.066,22.040,-1.077,0.052,-0.069
1681555312076,2023-04-15T12.41.52.076,22.050,-1.075,0.051,-0.062
1681555312086,2023-04-15T12.41.52.086,22.060,-1.072,0.039,-0.052
1681555312096,2023-04-15T12.41.52.096,22.070,-1.070,0.029,-0.051
1681555312106,2023-04-15T12.41.52.106,22.080,-1.059,0.026,-0.048
1681555312116,2023-04-15T12.41.52.116,22.090,-1.053,0.025,-0.052
1681555312126,2023-04-15T12.41.52.126,22.100,-1.055,0.026,-0.062
1681555312136,2023-04-15T12.41.52.136,22.110,-1.063,0.030,-0.070
1681555312146,2023-04-15T12.41.52.146,22.120,-1.069,0.038,-0.080
1681555312156,2023-04-15T12.41.52.156,22.130,-1.069,0.037,-0.080
1681555312166,2023-04-15T12.41.52.166,22.140,-1.057,0.031,-0.075
1681555312176,2023-04-15T12.41.52.176,22.150,-1.050,0.035,-0.074
1681555312186,2023-04-15T12.41.52.186,22.160,-1.050,0.045,-0.076
1681555312196,2023-04-15T12.41.52.196,22.170,-1.057,0.054,-0.074
1681555312206,2023-04-15T12.41.52.206,22.180,-1.066,0.052,-0.072
1681555312216,2023-04-15T12.41.52.216,22.190,-1.064,0.046,-0.062
1681555312226,2023-04-15T12.41.52.226,22.200,-1.056,0.036,-0.060
1681555312236,2023-04-15T12.41.52.236,22.210,-1.050,0.033,-0.059
1681555312246,2023-04-15T12.41.52.246,22.220,-1.049,0.037,-0.063
1681555312256,2023-04-15T12.41.52.256,22.230,-1.052,0.041,-0.065
1681555312266,2023-04-15T12.41.52.266,22.240,-1.062,0.039,-0.062
1681555312276,2023-04-15T12.41.52.276,22.250,-1.063,0.034,-0.066
1681555312286,2023-04-15T12.41.52.286,22.260,-1.064,0.031,-0.064
1681555312296,2023-04-15T12.41.52.296,22.270,-1.066,0.028,-0.066
1681555312306,2023-04-15T12.41.52.306,22.280,-1.062,0.026,-0.060
1681555312316,2023-04-15T12.41.52.316,22.290,-1.063,0.024,-0.056
1681555312326,2023-04-15T12.41.52.326,22.300,-1.057,0.027,-0.058
1681555312336,2023-04-15T12.41.52.336,22.310,-1.052,0.029,-0.063
1681555312346,2023-04-15T12.41.52.346,22.320,-1.060,0.034,-0.070
1681555312356,2023-04-15T12.41.52.356,22.330,-1.065,0.033,-0.070
1681555312366,2023-04-15T12.41.52.366,22.340,-1.073,0.035,-0.076
1681555312376,2023-04-15T12.41.52.376,22.350,-1.070,0.050,-0.079
1681555312386,2023-04-15T12.41.52.386,22.360,-1.061,0.062,-0.073
1681555312396,2023-04-15T12.41.52.396,22.370,-1.054,0.061,-0.076
1681555312406,2023-04-15T12.41.52.406,22.380,-1.054,0.053,-0.077
1681555312416,2023-04-15T12.41.52.416,22.390,-1.056,0.047,-0.077
1681555312426,2023-04-15T12.41.52.426,22.400,-1.058,0.045,-0.076
1681555312436,2023-04-15T12.41.52.436,22.410,-1.059,0.041,-0.073
1681555312446,2023-04-15T12.41.52.446,22.420,-1.067,0.035,-0.068
1681555312456,2023-04-15T12.41.52.456,22.430,-1.068,0.031,-0.059
1681555312466,2023-04-15T12.41.52.466,22.440,-1.061,0.031,-0.055
1681555312476,2023-04-15T12.41.52.476,22.450,-1.057,0.035,-0.059
1681555312486,2023-04-15T12.41.52.486,22.460,-1.054,0.035,-0.063
1681555312496,2023-04-15T12.41.52.496,22.470,-1.052,0.033,-0.065
1681555312506,2023-04-15T12.41.52.506,22.480,-1.056,0.036,-0.068
1681555312516,2023-04-15T12.41.52.516,22.490,-1.059,0.031,-0.071
1681555312526,2023-04-15T12.41.52.526,22.500,-1.058,0.030,-0.070
1681555312536,2023-04-15T12.41.52.536,22.510,-1.055,0.034,-0.069
1681555312546,2023-04-15T12.41.52.546,22.520,-1.059,0.042,-0.071
1681555312556,2023-04-15T12.41.52.556,22.530,-1.061,0.046,-0.070
1681555312566,2023-04-15T12.41.52.566,22.540,-1.057,0.050,-0.073
1681555312576,2023-04-15T12.41.52.576,22.550,-1.055,0.052,-0.076
1681555312586,2023-04-15T12.41.52.586,22.560,-1.057,0.052,-0.071
1681555312596,2023-04-15T12.41.52.596,22.570,-1.061,0.051,-0.071
1681555312606,2023-04-15T12.41.52.606,22.580,-1.061,0.044,-0.071
1681555312616,2023-04-15T12.41.52.616,22.590,-1.061,0.040,-0.071
1681555312626,2023-04-15T12.41.52.626,22.600,-1.057,0.036,-0.069
1681555312636,2023-04-15T12.41.52.636,22.610,-1.054,0.034,-0.064
1681555312646,2023-04-15T12.41.52.646,22.620,-1.056,0.041,-0.061
1681555312656,2023-04-15T12.41.52.656,22.630,-1.058,0.046,-0.060
1681555312666,2023-04-15T12.41.52.666,22.640,-1.057,0.043,-0.058
1681555312676,2023-04-15T12.41.52.676,22.650,-1.063,0.043,-0.056
1681555312686,2023-04-15T12.41.52.686,22.660,-1.064,0.045,-0.059
1681555312696,2023-04-15T12.41.52.696,22.670,-1.062,0.048,-0.063
1681555312706,2023-04-15T12.41.52.706,22.680,-1.063,0.050,-0.064
1681555312716,2023-04-15T12.41.52.716,22.690,-1.063,0.049,-0.067
1681555312726,2023-04-15T12.41.52.726,22.700,-1.060,0.047,-0.071
1681555312736,2023-04-15T12.41.52.736,22.710,-1.066,0.043,-0.074
1681555312746,2023-04-15T12.41.52.746,22.720,-1.067,0.043,-0.073
1681555312756,2023-04-15T12.41.52.756,22.730,-1.056,0.043,-0.069
1681555312766,2023-04-15T12.41.52.766,22.740,-1.053,0.045,-0.072
1681555312776,2023-04-15T12.41.52.776,22.750,-1.056,0.046,-0.076
1681555312786,2023-04-15T12.41.52.786,22.760,-1.058,0.046,-0.076
1681555312796,2023-04-15T12.41.52.796,22.770,-1.058,0.045,-0.073
1681555312806,2023-04-15T12.41.52.806,22.780,-1.055,0.044,-0.074
1681555312816,2023-04-15T12.41.52.816,22.790,-1.054,0.040,-0.074
1681555312826,2023-04-15T12.41.52.826,22.800,-1.057,0.038,-0.073
1681555312836,2023-04-15T12.41.52.836,22.810,-1.057,0.042,-0.071
1681555312846,2023-04-15T12.41.52.846,22.820,-1.055,0.044,-0.072
1681555312856,2023-04-15T12.41.52.856,22.830,-1.058,0.047,-0.074
1681555312866,2023-04-15T12.41.52.866,22.840,-1.060,0.053,-0.074
1681555312876,2023-04-15T12.41.52.876,22.850,-1.060,0.052,-0.068
1681555312886,2023-04-15T12.41.52.886,22.860,-1.059,0.049,-0.064
1681555312896,2023-04-15T12.41.52.896,22.870,-1.058,0.047,-0.058
1681555312906,2023-04-15T12.41.52.906,22.880,-1.057,0.048,-0.057
1681555312916,2023-04-15T12.41.52.916,22.890,-1.059,0.051,-0.059
1681555312926,2023-04-15T12.41.52.926,22.900,-1.065,0.051,-0.063
1681555312936,2023-04-15T12.41.52.936,22.910,-1.064,0.050,-0.064
1681555312946,2023-04-15T12.41.52.946,22.920,-1.064,0.049,-0.065
1681555312956,2023-04-15T12.41.52.956,22.930,-1.065,0.043,-0.069
1681555312966,2023-04-15T12.41.52.966,22.940,-1.060,0.047,-0.068
1681555312976,2023-04-15T12.41.52.976,22.950,-1.057,0.052,-0.065
1681555312986,2023-04-15T12.41.52.986,22.960,-1.054,0.054,-0.064
1681555312996,2023-04-15T12.41.52.996,22.970,-1.054,0.054,-0.060
1681555313006,2023-04-15T12.41.53.006,22.980,-1.059,0.057,-0.052
1681555313016,2023-04-15T12.41.53.016,22.990,-1.068,0.055,-0.043
1681555313026,2023-04-15T12.41.53.026,23.000,-1.070,0.050,-0.033
1681555313036,2023-04-15T12.41.53.036,23.010,-1.070,0.052,-0.021
1681555313046,2023-04-15T12.41.53.046,23.020,-1.069,0.059,-0.013
1681555313056,2023-04-15T12.41.53.056,23.030,-1.074,0.073,-0.022
1681555313066,2023-04-15T12.41.53.066,23.040,-1.085,0.074,-0.055
1681555313076,2023-04-15T12.41.53.076,23.050,-1.087,0.069,-0.061
1681555313086,2023-04-15T12.41.53.086,23.060,-1.083,0.059,-0.040
1681555313096,2023-04-15T12.41.53.096,23.070,-1.073,0.067,-0.006
1681555313106,2023-04-15T12.41.53.106,23.080,-1.047,0.087,0.019
1681555313116,2023-04-15T12.41.53.116,23.090,-1.067,0.091,0.000
1681555313126,2023-04-15T12.41.53.126,23.100,-1.117,0.082,0.009
1681555313136,2023-04-15T12.41.53.136,23.110,-1.113,0.061,0.119
1681555313146,2023-04-15T12.41.53.146,23.120,-1.056,0.028,0.222
1681555313156,2023-04-15T12.41.53.156,23.130,-1.059,-0.002,0.238
1681555313166,2023-04-15T12.41.53.166,23.140,-1.075,0.019,0.257
1681555313176,2023-04-15T12.41.53.176,23.150,-1.042,0.087,0.345
1681555313186,2023-04-15T12.41.53.186,23.160,-1.015,0.175,0.449
1681555313196,2023-04-15T12.41.53.196,23.170,-1.050,0.233,0.316
1681555313206,2023-04-15T12.41.53.206,23.180,-1.040,0.264,0.244
1681555313216,2023-04-15T12.41.53.216,23.190,-0.980,0.226,0.259
1681555313226,2023-04-15T12.41.53.226,23.200,-0.964,0.161,0.194
1681555313236,2023-04-15T12.41.53.236,23.210,-0.958,0.133,0.159
1681555313246,2023-04-15T12.41.53.246,23.220,-0.947,0.124,0.310
1681555313256,2023-04-15T12.41.53.256,23.230,-0.836,0.007,0.313
1681555313266,2023-04-15T12.41.53.266,23.240,-0.866,-0.077,0.099
1681555313276,2023-04-15T12.41.53.276,23.250,-0.969,-0.111,-0.000
1681555313286,2023-04-15T12.41.53.286,23.260,-1.089,-0.098,-0.098
1681555313296,2023-04-15T12.41.53.296,23.270,-1.133,0.009,-0.146
1681555313306,2023-04-15T12.41.53.306,23.280,-0.941,0.077,-0.137
1681555313316,2023-04-15T12.41.53.316,23.290,-0.822,0.150,-0.155
1681555313326,2023-04-15T12.41.53.326,23.300,-0.894,0.194,-0.211
1681555313336,2023-04-15T12.41.53.336,23.310,-0.929,0.154,-0.134
1681555313346,2023-04-15T12.41.53.346,23.320,-0.882,0.051,0.008
1681555313356,2023-04-15T12.41.53.356,23.330,-0.906,-0.022,0.181
1681555313366,2023-04-15T12.41.53.366,23.340,-0.928,-0.062,0.361
1681555313376,2023-04-15T12.41.53.376,23.350,-1.031,-0.069,0.375
1681555313386,2023-04-15T12.41.53.386,23.360,-1.213,-0.063,0.263
1681555313396,2023-04-15T12.41.53.396,23.370,-1.256,-0.043,0.053
1681555313406,2023-04-15T12.41.53.406,23.380,-1.096,0.002,-0.060
1681555313416,2023-04-15T12.41.53.416,23.390,-0.830,0.034,-0.002
1681555313426,2023-04-15T12.41.53.426,23.400,-0.797,0.061,0.007
1681555313436,2023-04-15T12.41.53.436,23.410,-0.895,0.085,0.050
1681555313446,2023-04-15T12.41.53.446,23.420,-1.061,0.063,0.073
1681555313456,2023-04-15T12.41.53.456,23.430,-1.193,0.025,0.091
1681555313466,2023-04-15T12.41.53.466,23.440,-1.216,0.089,0.073
1681555313476,2023-04-15T12.41.53.476,23.450,-1.115,0.165,0.066
1681555313486,2023-04-15T12.41.53.486,23.460,-1.083,0.244,-0.044
1681555313496,2023-04-15T12.41.53.496,23.470,-1.083,0.252,-0.108
1681555313506,2023-04-15T12.41.53.506,23.480,-1.080,0.165,-0.066
1681555313516,2023-04-15T12.41.53.516,23.490,-1.053,0.086,0.035
1681555313526,2023-04-15T12.41.53.526,23.500,-1.181,0.079,0.041
1681555313536,2023-04-15T12.41.53.536,23.510,-1.293,0.095,0.074
1681555313546,2023-04-15T12.41.53.546,23.520,-1.240,0.122,0.130
1681555313556,2023-04-15T12.41.53.556,23.530,-1.111,0.143,0.169
1681555313566,2023-04-15T12.41.53.566,23.540,-0.972,0.153,0.206
1681555313576,2023-04-15T12.41.53.576,23.550,-1.088,0.216,0.065
1681555313586,2023-04-15T12.41.53.586,23.560,-1.144,0.184,-0.032
1681555313596,2023-04-15T12.41.53.596,23.570,-0.926,0.169,0.175
1681555313606,2023-04-15T12.41.53.606,23.580,-1.021,0.188,0.244
1681555313616,2023-04-15T12.41.53.616,23.590,-1.137,0.146,0.280
1681555313626,2023-04-15T12.41.53.626,23.600,-1.150,0.197,0.301
1681555313636,2023-04-15T12.41.53.636,23.610,-1.152,0.240,0.266
1681555313646,2023-04-15T12.41.53.646,23.620,-1.117,0.266,0.271
1681555313656,2023-04-15T12.41.53.656,23.630,-1.078,0.270,0.299
1681555313666,2023-04-15T12.41.53.666,23.640,-1.098,0.258,0.250
1681555313676,2023-04-15T12.41.53.676,23.650,-1.011,0.253,0.256
1681555313686,2023-04-15T12.41.53.686,23.660,-0.960,0.285,0.227
1681555313696,2023-04-15T12.41.53.696,23.670,-0.984,0.278,0.234
1681555313706,2023-04-15T12.41.53.706,23.680,-1.060,0.265,0.260
1681555313716,2023-04-15T12.41.53.716,23.690,-1.062,0.209,0.293
1681555313726,2023-04-15T12.41.53.726,23.700,-0.985,0.167,0.393
1681555313736,2023-04-15T12.41.53.736,23.710,-1.009,0.172,0.436
1681555313746,2023-04-15T12.41.53.746,23.720,-1.092,0.170,0.411
1681555313756,2023-04-15T12.41.53.756,23.730,-1.080,0.180,0.385
1681555313766,2023-04-15T12.41.53.766,23.740,-1.055,0.183,0.344
1681555313776,2023-04-15T12.41.53.776,23.750,-1.005,0.149,0.372
1681555313786,2023-04-15T12.41.53.786,23.760,-1.041,0.107,0.355
1681555313796,2023-04-15T12.41.53.796,23.770,-1.015,0.043,0.357
1681555313806,2023-04-15T12.41.53.806,23.780,-1.050,0.080,0.365
1681555313816,2023-04-15T12.41.53.816,23.790,-1.049,0.030,0.406
1681555313826,2023-04-15T12.41.53.826,23.800,-0.970,-0.101,0.517
1681555313836,2023-04-15T12.41.53.836,23.810,-0.970,-0.073,0.559
1681555313846,2023-04-15T12.41.53.846,23.820,-1.000,0.063,0.553
1681555313856,2023-04-15T12.41.53.856,23.830,-1.055,0.250,0.496
1681555313866,2023-04-15T12.41.53.866,23.840,-1.101,0.430,0.399
1681555313876,2023-04-15T12.41.53.876,23.850,-1.041,0.430,0.349
1681555313886,2023-04-15T12.41.53.886,23.860,-1.003,0.355,0.334
1681555313896,2023-04-15T12.41.53.896,23.870,-0.948,0.228,0.437
1681555313906,2023-04-15T12.41.53.906,23.880,-0.922,0.132,0.553
1681555313916,2023-04-15T12.41.53.916,23.890,-0.993,0.202,0.528
1681555313926,2023-04-15T12.41.53.926,23.900,-1.000,0.307,0.473
1681555313936,2023-04-15T12.41.53.936,23.910,-0.987,0.316,0.436
1681555313946,2023-04-15T12.41.53.946,23.920,-1.007,0.286,0.375
1681555313956,2023-04-15T12.41.53.956,23.930,-0.988,0.235,0.371
1681555313966,2023-04-15T12.41.53.966,23.940,-1.047,0.225,0.390
1681555313976,2023-04-15T12.41.53.976,23.950,-1.083,0.221,0.453
1681555313986,2023-04-15T12.41.53.986,23.960,-1.034,0.196,0.538
1681555313996,2023-04-15T12.41.53.996,23.970,-0.993,0.196,0.556
1681555314006,2023-04-15T12.41.54.006,23.980,-0.950,0.222,0.521
1681555314016,2023-04-15T12.41.54.016,23.990,-0.921,0.217,0.486
1681555314026,2023-04-15T12.41.54.026,24.000,-0.937,0.185,0.458
1681555314036,2023-04-15T12.41.54.036,24.010,-0.999,0.203,0.432
1681555314046,2023-04-15T12.41.54.046,24.020,-1.060,0.254,0.405
1681555314056,2023-04-15T12.41.54.056,24.030,-1.070,0.276,0.401
1681555314066,2023-04-15T12.41.54.066,24.040,-1.022,0.255,0.439
1681555314076,2023-04-15T12.41.54.076,24.050,-0.974,0.203,0.475
1681555314086,2023-04-15T12.41.54.086,24.060,-0.968,0.195,0.445
1681555314096,2023-04-15T12.41.54.096,24.070,-0.935,0.241,0.454
1681555314106,2023-04-15T12.41.54.106,24.080,-0.969,0.275,0.467
1681555314116,2023-04-15T12.41.54.116,24.090,-1.025,0.286,0.443
1681555314126,2023-04-15T12.41.54.126,24.100,-1.011,0.261,0.433
1681555314136,2023-04-15T12.41.54.136,24.110,-0.987,0.240,0.415
1681555314146,2023-04-15T12.41.54.146,24.120,-0.966,0.226,0.403
1681555314156,2023-04-15T12.41.54.156,24.130,-0.917,0.189,0.453
1681555314166,2023-04-15T12.41.54.166,24.140,-0.970,0.218,0.454
1681555314176,2023-04-15T12.41.54.176,24.150,-1.035,0.254,0.435
1681555314186,2023-04-15T12.41.54.186,24.160,-1.005,0.233,0.445
1681555314196,2023-04-15T12.41.54.196,24.170,-0.969,0.203,0.442
1681555314206,2023-04-15T12.41.54.206,24.180,-0.964,0.165,0.435
1681555314216,2023-04-15T12.41.54.216,24.190,-0.928,0.127,0.459
1681555314226,2023-04-15T12.41.54.226,24.200,-0.951,0.116,0.459
1681555314236,2023-04-15T12.41.54.236,24.210,-1.016,0.141,0.429
1681555314246,2023-04-15T12.41.54.246,24.220,-1.031,0.118,0.417
1681555314256,2023-04-15T12.41.54.256,24.230,-0.982,0.116,0.413
1681555314266,2023-04-15T12.41.54.266,24.240,-0.953,0.142,0.401
1681555314276,2023-04-15T12.41.54.276,24.250,-0.960,0.150,0.402
1681555314286,2023-04-15T12.41.54.286,24.260,-0.978,0.143,0.407
1681555314296,2023-04-15T12.41.54.296,24.270,-1.028,0.134,0.384
1681555314306,2023-04-15T12.41.54.306,24.280,-1.027,0.121,0.360
1681555314316,2023-04-15T12.41.54.316,24.290,-1.012,0.147,0.321
1681555314326,2023-04-15T12.41.54.326,24.300,-1.005,0.193,0.278
1681555314336,2023-04-15T12.41.54.336,24.310,-0.999,0.215,0.270
1681555314346,2023-04-15T12.41.54.346,24.320,-0.971,0.223,0.316
1681555314356,2023-04-15T12.41.54.356,24.330,-1.006,0.217,0.327
1681555314366,2023-04-15T12.41.54.366,24.340,-1.013,0.184,0.336
1681555314376,2023-04-15T12.41.54.376,24.350,-1.032,0.151,0.294
1681555314386,2023-04-15T12.41.54.386,24.360,-1.033,0.146,0.231
1681555314396,2023-04-15T12.41.54.396,24.370,-1.008,0.165,0.205
1681555314406,2023-04-15T12.41.54.406,24.380,-0.960,0.193,0.251
1681555314416,2023-04-15T12.41.54.416,24.390,-0.926,0.198,0.279
1681555314426,2023-04-15T12.41.54.426,24.400,-0.956,0.208,0.288
1681555314436,2023-04-15T12.41.54.436,24.410,-0.995,0.221,0.285
1681555314446,2023-04-15T12.41.54.446,24.420,-1.012,0.230,0.295
1681555314456,2023-04-15T12.41.54.456,24.430,-1.031,0.228,0.262
1681555314466,2023-04-15T12.41.54.466,24.440,-0.980,0.208,0.246
1681555314476,2023-04-15T12.41.54.476,24.450,-0.974,0.203,0.180
1681555314486,2023-04-15T12.41.54.486,24.460,-0.974,0.190,0.185
1681555314496,2023-04-15T12.41.54.496,24.470,-0.917,0.156,0.221
1681555314506,2023-04-15T12.41.54.506,24.480,-0.927,0.154,0.217
1681555314516,2023-04-15T12.41.54.516,24.490,-0.947,0.167,0.213
1681555314526,2023-04-15T12.41.54.526,24.500,-0.962,0.150,0.180
1681555314536,2023-04-15T12.41.54.536,24.510,-0.981,0.159,0.204
1681555314546,2023-04-15T12.41.54.546,24.520,-0.964,0.157,0.235
1681555314556,2023-04-15T12.41.54.556,24.530,-0.984,0.170,0.224
1681555314566,2023-04-15T12.41.54.566,24.540,-0.955,0.204,0.275
1681555314576,2023-04-15T12.41.54.576,24.550,-0.911,0.217,0.290
1681555314586,2023-04-15T12.41.54.586,24.560,-0.942,0.239,0.243
1681555314596,2023-04-15T12.41.54.596,24.570,-0.960,0.244,0.180
1681555314606,2023-04-15T12.41.54.606,24.580,-0.973,0.227,0.100
1681555314616,2023-04-15T12.41.54.616,24.590,-0.954,0.208,0.089
1681555314626,2023-04-15T12.41.54.626,24.600,-0.911,0.141,0.064
1681555314636,2023-04-15T12.41.54.636,24.610,-0.898,0.096,0.073
1681555314646,2023-04-15T12.41.54.646,24.620,-0.902,0.076,0.132
1681555314656,2023-04-15T12.41.54.656,24.630,-0.944,0.061,0.140
1681555314666,2023-04-15T12.41.54.666,24.640,-1.043,0.043,0.108
1681555314676,2023-04-15T12.41.54.676,24.650,-1.115,0.035,0.150
1681555314686,2023-04-15T12.41.54.686,24.660,-1.075,0.037,0.194
1681555314696,2023-04-15T12.41.54.696,24.670,-1.025,0.012,0.174
1681555314706,2023-04-15T12.41.54.706,24.680,-1.007,0.019,0.195
1681555314716,2023-04-15T12.41.54.716,24.690,-1.006,0.035,0.167
1681555314726,2023-04-15T12.41.54.726,24.700,-1.016,0.036,0.145
1681555314736,2023-04-15T12.41.54.736,24.710,-1.032,0.039,0.125
1681555314746,2023-04-15T12.41.54.746,24.720,-1.111,0.048,0.023
1681555314756,2023-04-15T12.41.54.756,24.730,-1.093,0.061,0.026
1681555314766,2023-04-15T12.41.54.766,24.740,-1.028,0.048,0.073
1681555314776,2023-04-15T12.41.54.776,24.750,-1.040,0.068,0.073
1681555314786,2023-04-15T12.41.54.786,24.760,-1.043,0.092,0.087
1681555314796,2023-04-15T12.41.54.796,24.770,-1.023,0.102,0.116
1681555314806,2023-04-15T12.41.54.806,24.780,-1.033,0.117,0.148
1681555314816,2023-04-15T12.41.54.816,24.790,-1.043,0.112,0.151
1681555314826,2023-04-15T12.41.54.826,24.800,-1.176,0.091,0.068
1681555314836,2023-04-15T12.41.54.836,24.810,-1.291,0.039,0.045
1681555314846,2023-04-15T12.41.54.846,24.820,-1.211,-0.045,0.097
1681555314856,2023-04-15T12.41.54.856,24.830,-1.099,-0.081,0.108
1681555314866,2023-04-15T12.41.54.866,24.840,-1.037,-0.052,0.056
1681555314876,2023-04-15T12.41.54.876,24.850,-1.027,-0.031,0.003
1681555314886,2023-04-15T12.41.54.886,24.860,-1.041,-0.046,-0.038
1681555314896,2023-04-15T12.41.54.896,24.870,-1.001,-0.046,-0.064
1681555314906,2023-04-15T12.41.54.906,24.880,-1.013,-0.019,-0.107
1681555314916,2023-04-15T12.41.54.916,24.890,-1.080,0.017,-0.146
1681555314926,2023-04-15T12.41.54.926,24.900,-1.104,0.057,-0.163
1681555314936,2023-04-15T12.41.54.936,24.910,-1.119,0.073,-0.166
1681555314946,2023-04-15T12.41.54.946,24.920,-1.069,0.070,-0.119
1681555314956,2023-04-15T12.41.54.956,24.930,-1.017,0.064,-0.085
1681555314966,2023-04-15T12.41.54.966,24.940,-1.041,0.061,-0.107
1681555314976,2023-04-15T12.41.54.976,24.950,-1.052,0.024,-0.118
1681555314986,2023-04-15T12.41.54.986,24.960,-1.047,-0.027,-0.134
1681555314996,2023-04-15T12.41.54.996,24.970,-1.043,-0.062,-0.137
1681555315006,2023-04-15T12.41.55.006,24.980,-1.023,-0.080,-0.137
1681555315016,2023-04-15T12.41.55.016,24.990,-0.999,-0.068,-0.144
1681555315026,2023-04-15T12.41.55.026,25.000,-1.011,-0.035,-0.156
1681555315036,2023-04-15T12.41.55.036,25.010,-1.066,0.011,-0.187
1681555315046,2023-04-15T12.41.55.046,25.020,-1.160,0.040,-0.219
1681555315056,2023-04-15T12.41.55.056,25.030,-1.151,0.011,-0.175
1681555315066,2023-04-15T12.41.55.066,25.040,-1.082,-0.006,-0.118
1681555315076,2023-04-15T12.41.55.076,25.050,-1.050,0.006,-0.104
1681555315086,2023-04-15T12.41.55.086,25.060,-1.030,0.005,-0.074
1681555315096,2023-04-15T12.41.55.096,25.070,-1.025,0.003,-0.044
1681555315106,2023-04-15T12.41.55.106,25.080,-1.027,0.003,-0.026
1681555315116,2023-04-15T12.41.55.116,25.090,-1.033,0.018,-0.027
1681555315126,2023-04-15T12.41.55.126,25.100,-1.061,0.039,-0.050
1681555315136,2023-04-15T12.41.55.136,25.110,-1.079,0.045,-0.077
1681555315146,2023-04-15T12.41.55.146,25.120,-1.101,0.048,-0.104
1681555315156,2023-04-15T12.41.55.156,25.130,-1.108,0.052,-0.119
1681555315166,2023-04-15T12.41.55.166,25.140,-1.093,0.031,-0.121
1681555315176,2023-04-15T12.41.55.176,25.150,-1.052,-0.003,-0.111
1681555315186,2023-04-15T12.41.55.186,25.160,-1.019,-0.017,-0.106
1681555315196,2023-04-15T12.41.55.196,25.170,-1.015,-0.009,-0.107
1681555315206,2023-04-15T12.41.55.206,25.180,-1.030,0.005,-0.104
1681555315216,2023-04-15T12.41.55.216,25.190,-1.061,0.021,-0.117
1681555315226,2023-04-15T12.41.55.226,25.200,-1.074,0.043,-0.126
1681555315236,2023-04-15T12.41.55.236,25.210,-1.080,0.060,-0.130
1681555315246,2023-04-15T12.41.55.246,25.220,-1.063,0.055,-0.119
1681555315256,2023-04-15T12.41.55.256,25.230,-1.062,0.037,-0.114
1681555315266,2023-04-15T12.41.55.266,25.240,-1.051,0.006,-0.093
1681555315276,2023-04-15T12.41.55.276,25.250,-1.031,-0.024,-0.072
1681555315286,2023-04-15T12.41.55.286,25.260,-1.042,-0.025,-0.079
1681555315296,2023-04-15T12.41.55.296,25.270,-1.055,-0.011,-0.082
1681555315306,2023-04-15T12.41.55.306,25.280,-1.072,-0.003,-0.091
1681555315316,2023-04-15T12.41.55.316,25.290,-1.066,-0.007,-0.100
1681555315326,2023-04-15T12.41.55.326,25.300,-1.056,-0.011,-0.099
1681555315336,2023-04-15T12.41.55.336,25.310,-1.048,-0.014,-0.101
1681555315346,2023-04-15T12.41.55.346,25.320,-1.034,-0.011,-0.092
1681555315356,2023-04-15T12.41.55.356,25.330,-1.056,0.003,-0.101
1681555315366,2023-04-15T12.41.55.366,25.340,-1.078,0.010,-0.117
1681555315376,2023-04-15T12.41.55.376,25.350,-1.061,0.021,-0.108
1681555315386,2023-04-15T12.41.55.386,25.360,-1.055,0.034,-0.115
1681555315396,2023-04-15T12.41.55.396,25.370,-1.050,0.028,-0.115
1681555315406,2023-04-15T12.41.55.406,25.380,-1.054,0.019,-0.125
1681555315416,2023-04-15T12.41.55.416,25.390,-1.054,0.012,-0.125
1681555315426,2023-04-15T12.41.55.426,25.400,-1.039,0.009,-0.105
1681555315436,2023-04-15T12.41.55.436,25.410,-1.042,0.006,-0.094
1681555315446,2023-04-15T12.41.55.446,25.420,-1.049,-0.008,-0.096
1681555315456,2023-04-15T12.41.55.456,25.430,-1.054,-0.018,-0.088
1681555315466,2023-04-15T12.41.55.466,25.440,-1.071,-0.012,-0.091
1681555315476,2023-04-15T12.41.55.476,25.450,-1.081,-0.001,-0.105
1681555315486,2023-04-15T12.41.55.486,25.460,-1.078,0.009,-0.105
1681555315496,2023-04-15T12.41.55.496,25.470,-1.071,0.009,-0.114
1681555315506,2023-04-15T12.41.55.506,25.480,-1.056,0.003,-0.120
1681555315516,2023-04-15T12.41.55.516,25.490,-1.045,0.002,-0.123
1681555315526,2023-04-15T12.41.55.526,25.500,-1.042,-0.002,-0.132
1681555315536,2023-04-15T12.41.55.536,25.510,-1.040,0.000,-0.128
1681555315546,2023-04-15T12.41.55.546,25.520,-1.051,0.005,-0.129
1681555315556,2023-04-15T12.41.55.556,25.530,-1.057,0.003,-0.124
1681555315566,2023-04-15T12.41.55.566,25.540,-1.055,0.002,-0.113
1681555315576,2023-04-15T12.41.55.576,25.550,-1.065,0.004,-0.118
1681555315586,2023-04-15T12.41.55.586,25.560,-1.079,-0.000,-0.127
1681555315596,2023-04-15T12.41.55.596,25.570,-1.071,-0.004,-0.117
1681555315606,2023-04-15T12.41.55.606,25.580,-1.072,-0.006,-0.116
